name,nickname,wins,losses,draws,age,nation,knockdown_avg,sig_str_accuracy,takedown_average,takedown_accuracy,subs_attempted_average,height,reach,stance,sig_str_landed_per_min,average_fight_time,sig_str_absorbed_per_min,sig_str_defense,takedown_defense
Alex White,The Spartan,13,6,0,35,49,0.52,0.42,0.92,0.28,0.5,72,71,1,3.76,11.46666667,3.07,0.6,0.71
Alex da Silva,Leko,21,4,0,28,18,0.28,0.46,1.97,0.43,0.3,68,73,0,2.14,13.3,2.52,0.56,0.76
Alexa Grasso,283,16,3,1,30,47,0.08,0.43,0.41,0.45,0.6,65,66,0,4.67,15.1,3.95,0.58,0.59
Alexander Gustafsson,The Mauler,18,8,0,37,45,0.72,0.4,1.53,0.39,0.4,77,79,0,4.03,10.36666667,3.53,0.51,0.83
Alexander Hernandez,The Great Ape,14,7,0,31,49,0.4,0.41,1.2,0.31,0.1,69,72,0,4.63,9.4,4.9,0.56,0.6
Alexander Soldatkin,667,14,4,0,30,100,0,0.6,1.45,0.5,0,74,75,0,1.16,10.33333333,1.35,0.26,0.5
Alexander Volkanovski,The Great,26,3,0,35,34,0.37,0.57,1.84,0.37,0.2,66,71,0,6.19,16.3,3.42,0.58,0.7
Alexander Volkov,Drago,37,10,0,35,71,0.28,0.57,0.49,0.63,0.2,79,80,0,5.1,12.71666667,3,0.54,0.73
Alexander Yakovlev,Russian Thunder,24,10,1,39,71,0.3,0.47,1.66,0.35,0.1,75,74,1,1.74,11.01666667,2.41,0.58,0.72
Alexandr Romanov,King Kong,17,2,0,33,38,0,0.52,4.32,0.54,0.9,74,75,1,4.06,8.683333333,2.2,0.5,0.2
Alexandra Albu,Stitch,3,2,0,33,38,0,0.47,2.27,0.5,0.4,62,63,0,4.83,9.9,5.56,0.38,0.77
Alexandre Pantoja,The Cannibal,27,5,0,33,18,0.35,0.49,2.2,0.48,1,65,67,0,4.32,12.16666667,3.9,0.5,0.67
Alexis Davis,157,21,11,0,39,11,0,0.49,0.95,0.44,0.7,66,68,0,4.63,13,4.45,0.54,0.34
Alfred Khashakyan,The Fearless,8,3,0,35,100,0,0.42,3.54,0.25,0,68,70,0,6.14,4.233333333,6.38,0.4,0
Ali AlQaisi,The Royal Fighter,8,5,0,33,68,0,0.42,3.5,0.29,1,66,68,0,2.43,15,1.97,0.56,0.6
Ali Bagautinov,Puncher,15,6,0,38,71,0.26,0.42,2.51,0.36,0.3,64,65,0,2.85,16.21666667,3.09,0.52,0.65
Aliaskhab Khizriev,Black Wolf,14,0,0,33,71,0,0.64,5.77,0.6,3.9,69,74,1,6.03,3.9,4.36,0.62,1
Alistair Overeem,The Demolition Man,47,19,0,43,81,0.79,0.64,1.42,0.55,0.8,76,80,0,3.67,7.3,2.44,0.57,0.73
Aljamain Sterling,Funk Master,23,4,0,34,49,0,0.52,1.97,0.24,0.8,67,71,0,4.73,13.2,2.41,0.58,0.45
Allan Begosso,Mini,7,2,1,28,100,0,0.4,0,0,2,65,66,0,1.8,15,7.73,0.34,0.25
Allen Crowder,Pretty Boy,10,4,0,34,49,0,0.51,1.85,0.33,1.2,75,76,0,2.95,6.1,2.95,0.56,1
Alptekin Ozkilic,The Turkish Delight,9,5,0,37,52,0,0.32,4.21,0.58,0,65,65,0,3.81,12.46666667,5.72,0.59,0.75
Alton Cunningham,The BoMan,4,2,0,30,49,0,0.75,1.67,0.1,0,74,77,0,3.33,9.016666667,4.94,0.2,1
Alton Meeks,Murda,1,1,0,29,49,0,0.42,7.06,0.25,0,77,75,0,0.71,4.25,4.47,0.38,0
Alvaro Herrera,Chango,9,6,0,33,47,1.13,0.38,0,0,1.1,72,74,0,1.89,3.316666667,3.4,0.55,0.33
Alvin Robinson,Kid,15,9,0,41,49,0,0.5,1.24,0.5,1.2,69,68,1,1.57,9.1,1.29,0.51,0.25
Amanda Cooper,ABC,3,5,0,32,49,0,0.44,1.53,0.38,1.8,63,64,3,3.55,8.183333333,3.2,0.51,0.28
Amanda Lemos,425,13,3,1,36,18,0.82,0.55,0.82,0.55,0.8,64,65,1,3.54,9.183333333,4.66,0.42,0.55
Amanda Nunes,The Lioness,23,5,0,35,18,0.63,0.51,2.73,0.54,0.7,68,69,0,4.55,10.73333333,2.62,0.57,0.82
Amanda Ribas,572,12,4,0,30,18,0.13,0.42,1.99,0.51,0.8,63,66,0,4.92,11.3,3.33,0.63,0.87
Amir Albazi,The Prince,17,1,0,30,13,0.49,0.39,1.71,0.33,0.7,65,68,0,2.8,12.3,3.07,0.63,0.4
Amir Sadollah,602,6,5,0,43,49,0,0.46,0.57,0.27,0.3,70,75,0,4.71,12,3.55,0.6,0.6
Amiran Gogoladze,270,14,3,0,26,100,0,0.66,0,0,0,73,74,3,1.64,1.216666667,0.82,0,0
Anderson Silva,The Spider,34,11,0,48,18,0.86,0.61,0.5,0.77,0.8,74,77,1,3.05,10.25,2.05,0.6,0.69
Anderson dos Santos,Berinja,21,9,0,38,18,0,0.25,0.98,0.14,0.7,65,70,0,2.7,11.46666667,5.37,0.49,0.66
Andre Ewell,Mr Highlight,17,9,0,36,49,0.12,0.4,0.36,0.75,0.1,68,75,1,4.28,14.03333333,4.87,0.51,0.72
Andre Fialho,228,16,8,0,29,31,0.49,0.41,0.25,1,0,72,74,0,3.3,8.733333333,6.26,0.45,0.66
Andre Fili,Touchy,23,10,0,33,49,0.4,0.37,2.19,0.47,0.3,71,74,0,3.86,10.78333333,4.11,0.51,0.69
Andre Petroski,536,10,3,0,32,49,0.25,0.51,4.48,0.54,2.5,72,73,3,3.61,10.05,3.03,0.51,0.71
Andre Soukhamthath,The Asian Sensation,13,8,0,35,49,0.94,0.44,1.25,0.53,0.2,69,70,0,2.77,13.73333333,4.31,0.49,0.58
Andre Winner,766,21,11,2,42,49,0.45,0.33,0,0,0,71,73,0,2.52,11.16666667,4.57,0.51,0.74
Andrea Lee,KGB,13,8,0,34,49,0.1,0.47,1.84,0.57,0.6,66,69,0,4.91,14.08333333,3.69,0.63,0.54
Andrei Arlovski,The Pitbull,34,23,0,45,49,0.41,0.45,0.38,0.36,0.2,75,77,0,3.78,9.266666667,3.2,0.57,0.76
Andrew Craig,Highlight,9,4,0,38,49,0.35,0.4,0.53,0.37,0,73,76,0,2.39,12.23333333,3.01,0.5,0.72
Andrew Holbrook,317,12,3,0,37,49,0,0.49,0.85,0.18,2.1,71,70,1,2.2,7.083333333,3,0.54,0.1
Andrew Sanchez,El Dirte,13,7,0,35,49,0.35,0.43,2.55,0.36,0,73,74,0,4.3,12.96666667,5.1,0.5,1
Andy Enz,Tank Mode,10,4,0,32,49,0,0.23,0,0,0,75,78,0,3.51,10.65,5.32,0.57,0.58
Andy Ogle,The Little Axe,9,6,0,34,49,0.21,0.44,1.44,0.26,0,68,69,0,2.24,12.13333333,2.23,0.5,0.58
Ange Loosa,The Last Ninja,10,3,0,30,113,0,0.46,2.25,0.45,0.2,70,74,0,6.32,15,6.88,0.51,1
Angel Pacheco,510,7,2,0,32,49,0,0.4,0,0,0,68,70,0,13.13,15,13.6,0.35,0.33
Angela Hill,Overkill,16,13,0,39,49,0.13,0.5,0.73,0.34,0.1,63,64,0,5.44,14.51666667,4.94,0.61,0.75
Angela Magana,Your Majesty,11,9,0,40,49,0,0.28,0.4,0.25,0.4,61,65,0,1.53,12.4,4.92,0.42,0.28
Anshul Jubli,King of Lions,7,1,0,29,101,0.41,0.46,0.82,0.18,0.4,72,69,3,6.48,12.25,5.61,0.51,0.63
Anthony Adams,Sugafoot,8,2,0,36,49,0,0.41,0,0,0,73,76,0,3.17,15,5.93,0.44,0
Anthony Birchak,El Toro,16,8,0,37,49,0.96,0.36,0.48,0.14,0.5,68,69,0,3.93,5.216666667,3.67,0.56,0.61
Anthony Hamilton,Freight Train,15,9,0,43,49,0.24,0.65,2.62,0.42,0,77,76,0,3.91,6.283333333,3.02,0.45,0.78
Anthony Hernandez,Fluffy,11,2,0,30,49,0.24,0.62,6.79,0.57,2.9,72,75,0,4.33,7.733333333,3.36,0.46,0.63
Anthony Ivy,Aquaman,8,4,0,34,49,0,0.42,4.69,0.2,0,74,74,0,2.5,8,4.57,0.51,1
Anthony Johnson,Rumble,22,6,0,39,49,1.66,0.47,2.43,0.57,0.6,74,78,0,3.25,6.166666667,1.83,0.6,0.77
Anthony Perosh,The Hippo,15,10,0,51,34,0.45,0.43,2.03,0.22,1.1,75,75,0,2.27,5.55,3.77,0.53,0.33
Anthony Pettis,Showtime,24,10,0,37,49,0.35,0.47,0.61,0.5,1.1,70,72,0,3.05,11.43333333,3.44,0.54,0.6
Anthony Rocco Martin,470,17,6,0,34,49,0.16,0.37,0.71,0.27,1,72,73,0,2.68,12.71666667,2.59,0.58,0.68
Anthony Romero,The Genius,8,0,0,26,11,0,0.52,2,0.22,0,71,70,0,5.87,15,4,0.65,1
Anthony Smith,Lionheart,37,19,0,35,49,0.43,0.48,0.49,0.26,0.6,76,76,0,3.21,9.95,4.47,0.46,0.48
Anton Kuivanen,398,24,10,0,39,49,0,0.38,1.2,1,0.4,68,72,0,2.27,12.5,1.63,0.67,0.71
Anton Turkalj,The Pleasure Man,8,3,0,27,45,0,0.53,6.55,0.51,0,76,78,0,1.72,9.166666667,2.48,0.49,0.16
Antoni Hardonk,Mr Wonderful,8,6,0,47,49,0.88,0.61,0,0,0.9,76,78,0,3.4,6.4,3.07,0.46,0.4
Antonina Shevchenko,La Pantera,10,4,0,39,14,0,0.55,0.43,0.42,0.4,68,67,1,3.86,11.55,2.93,0.52,0.53
Antonio Arroyo,44,9,5,0,34,18,0.23,0.66,1.14,0.41,0.2,75,73,0,2.82,13.18333333,2.02,0.5,0.41
Antonio Banuelos,57,20,11,1,44,49,0.45,0.33,1.62,0.62,0.4,65,63,0,2.69,11.93333333,3.15,0.58,0.86
Antonio Carlos Junior,Cara de Sapato,11,5,0,33,18,0,0.42,3.42,0.39,0.8,74,79,0,1.95,6.85,2.14,0.52,0.53
Antonio Carvalho,Pato,15,6,0,44,11,0.44,0.29,0,0,0,69,70,0,3.03,8.566666667,3.62,0.64,1
Antonio Silva,Bigfoot,19,12,1,44,18,0.82,0.45,0.82,0.29,0.8,76,82,0,2.89,7.316666667,3.09,0.5,0.66
Antonio Trocoli,Malvado,12,3,0,33,100,0,0.71,3.8,1,3.8,77,82,0,1.27,3.95,4.56,0.25,1
Aoriqileng,The Mongolian Murderer,25,10,0,30,25,0.47,0.5,1.64,0.46,0,67,69,0,5.31,10.65,5.56,0.5,0.58
Ariane Carnelossi,Sorriso,14,3,0,31,18,0,0.4,1.62,0.55,0.3,62,61,0,3.04,11.58333333,4.72,0.43,0.08
Ariane Lipski,Queen of Violence,17,8,0,30,18,0.38,0.4,0.64,0.55,0.4,66,67,0,4.27,10.71666667,4.23,0.52,0.79
Ariel Beck,62,4,5,0,33,49,0,0.34,0,0,0,66,66,1,4.44,7.883333333,4.31,0.64,0
Arjan Singh Bhullar,5001,9,1,0,37,11,0.29,0.56,1.73,0.75,0,73,75,0,2.33,13,3.25,0.59,1
Arman Tsarukyan,Ahalkalakets,21,3,0,27,56,0.36,0.48,3.4,0.36,0,67,72,0,3.85,12.36666667,1.91,0.54,0.75
Armando Villarreal,La Lumbre,5,2,0,34,49,0,0.55,3.23,0.25,0,67,66,1,3.23,4.65,4.3,0.52,0
Armen Petrosyan,Superman,9,2,0,33,71,0.23,0.52,0.23,0.33,0,75,71,0,5.97,12.88333333,3.03,0.56,0.36
Arnold Allen,Almighty,19,3,0,30,81,0.28,0.4,1.02,0.5,0.4,68,70,1,3.39,13.5,2.91,0.61,0.75
Artem Lobov,The Russian Hammer,13,15,1,37,71,0,0.41,0.39,0.25,0,69,65,1,3.52,16.43333333,4.82,0.5,0.52
Ashiek Ajim,Peak Physique,6,2,0,29,100,0,0.4,0,0,0,68,71,3,5,0.8,11.25,0.25,0
Ashlee EvansSmith,Rebel Girl,6,6,0,36,49,0,0.34,0.95,0.22,0,68,67,0,4.03,12.28333333,4.59,0.53,0.5
Ashley Yoder,SpiderMonkey,8,9,0,36,49,0.09,0.39,1.09,0.27,0.6,67,69,1,3.42,15,4.13,0.47,0.66
Askar Askarov,Bullet,14,1,1,31,71,0,0.54,2.6,0.24,0.4,66,67,0,3.05,15,2.8,0.57,0.66
Aspen Ladd,405,9,3,0,28,49,0.2,0.47,1.56,0.47,0.6,66,66,0,3.78,10.96666667,4.65,0.47,0.62
Assu Almabayev,Zulfikar,18,2,0,30,27,0,0.65,3.67,0.4,3.7,64,65,0,3.18,8.183333333,0.49,0.77,0
Augusto Sakai,607,16,5,1,32,18,0.34,0.49,0.23,0.4,0,75,77,0,4.6,11.06666667,3.83,0.48,0.56
Austen Lane,408,12,4,0,36,49,0,0.47,0,0,0,78,80,0,4.48,1.85,2.85,0.48,0
Austin Arnett,Golden Boy,16,6,0,32,49,0,0.41,0.44,0.18,0.2,72,72,0,4.52,13.76666667,6.38,0.62,0.57
Austin Hubbard,Thud,16,7,0,32,49,0,0.46,1.55,0.52,0,70,71,0,3.83,12.06666667,3.37,0.56,0.63
Austin Lingo,Lights Out,9,3,0,29,49,0.43,0.37,0.43,0.66,0,70,70,0,3.86,13.83333333,4.86,0.57,0.75
Austin Springer,676,12,4,0,36,49,0,0.57,3.37,0.4,0.8,68,71,0,3.54,8.9,3.15,0.41,1
Azat Maksum,Qazaq,17,0,0,29,27,0,0.24,2,0.18,0,67,70,1,3.07,15,5.4,0.61,0
BJ Penn,The Prodigy,16,14,2,45,49,0.29,0.48,1.19,0.55,0.5,69,70,0,2.76,12.98333333,3.2,0.56,0.74
Bahatebole Batebolati,Lion King,8,1,1,26,25,0,0.47,2.04,1,0,71,71,1,4.34,7.366666667,4.62,0.64,1
Barb Honchak,Little Warrior,10,4,0,44,49,0,0.3,0,0,1.3,64,65,0,4.04,11.76666667,4.67,0.66,0
Bart Palaszewski,Bartimus,36,17,0,40,17,0.52,0.32,0.65,0.31,0.5,69,70,0,2.67,9.666666667,3.97,0.57,0.53
Bartosz Fabinski,The Butcher,15,5,0,37,17,0,0.68,7.1,0.7,0,72,75,0,2.23,8.45,1.46,0.51,0.8
Bassil Hafez,The Habibi,8,4,1,32,49,0,0.25,3,0.15,0,71,72,0,2.13,15,5.53,0.39,0.5
Batgerel Danaa,Storm,12,5,0,34,61,1.04,0.36,0.52,0.5,0,67,70,0,5.38,8.25,4.21,0.47,0.62
Bea Malecki,458,4,1,0,32,45,0,0.46,0,0,1.1,69,74,0,6.84,8.966666667,6.96,0.62,0.78
Bec Rawlings,Rowdy,7,8,0,34,34,0,0.42,0.71,0.4,0.4,66,64,0,4.48,12.06666667,5.66,0.57,0.68
Ben Askren,Funky,19,2,0,39,49,0,0.49,4.33,0.55,0.9,71,73,0,3.64,5.766666667,5.66,0.36,0
Ben Rothwell,595,39,14,0,42,49,0.61,0.42,0.68,0.34,0.4,76,78,0,3.71,8.816666667,4.63,0.47,0.7
Ben Saunders,Killa B,22,13,2,40,49,0.3,0.5,0.2,0.4,1.3,74,77,0,3.23,7.916666667,3.58,0.51,0.66
Ben Sosoli,Combat Wombat,7,3,0,34,34,0,0.31,0,0,0,72,72,1,2.31,6.2,4.3,0.47,0
Beneil Dariush,154,22,6,1,34,36,0.51,0.48,1.9,0.34,0.9,70,72,1,3.78,8.9,2.65,0.57,0.8
Benito Lopez,Golden Boy,10,2,0,29,49,0.28,0.45,0,0,0.3,70,73,3,4.39,10.61666667,5.18,0.56,0.73
Benny Alloway,Blanco,18,8,0,42,34,0.62,0.49,0.62,0.5,0,71,76,0,1.28,8.083333333,1.9,0.59,0.26
Benoit Saint Denis,God of War,13,1,0,28,87,1.4,0.52,4.55,0.36,1.4,71,73,1,5.53,7.15,5.2,0.44,0.66
Benson Henderson,Smooth,24,7,0,40,49,0.18,0.45,2.4,0.45,0.8,69,70,1,2.93,16.21666667,1.79,0.63,0.63
Bethe Correia,Pitbull,11,6,1,40,18,0,0.43,0.39,0.18,0,65,64,0,4.37,12.66666667,4.93,0.56,0.85
Bevon Lewis,430,7,3,0,32,49,0.47,0.43,0,0,0,75,79,0,3.73,10.63333333,2.67,0.54,0.66
Bharat Kandare,Daring,5,3,0,36,101,0,0.1,0,0,0,67,72,0,0.7,4.266666667,1.88,0.72,0
Bill Algeo,Senor Perfecto,18,7,0,34,49,0.25,0.52,0.89,0.46,0.1,72,73,3,6.11,13.16666667,4.41,0.47,0.56
Billy Goff,269,9,2,0,25,49,4.04,0.46,4.04,0.4,0,70,72,3,10.22,3.716666667,4.3,0.64,1
Billy Pasulatan,521,10,3,0,32,95,0,0.2,0,0,4.9,65,66,3,0.65,3.066666667,5.22,0.48,0
Billy Quarantillo,560,18,5,0,35,49,0.26,0.57,1.31,0.23,1.2,70,70,0,7.71,11.45,5.61,0.43,0.63
Blagoy Ivanov,Baga,19,6,0,37,93,0.12,0.4,0.69,0.4,0.1,71,73,1,3.25,16.25,4.2,0.53,0.61
Blake Bilder,El Animal,8,1,1,33,49,0,0.5,0.45,0.1,0.9,68,68,3,4.96,11.08333333,4.54,0.56,1
Blood Diamond,169,3,3,0,35,12,0,0.55,0,0,0,71,76,3,3.12,11.55,2.17,0.48,0.73
Bobby Green,King,31,15,1,37,49,0.26,0.52,1.2,0.37,0.3,70,71,0,6.14,11.26666667,3.74,0.62,0.74
Bobby Voelker,Vicious,19,13,0,44,49,0,0.35,1.04,0.5,0,72,74,0,4.01,12.6,5.84,0.42,0.66
Bogdan Grad,The Unleashed,11,2,0,28,24,0,0.5,0,0,0,68,70,0,1.45,1.383333333,9.4,0.45,0
Bojan Velickovic,Serbian Steel,15,6,1,35,22,0.17,0.34,0.67,0.25,0.5,72,76,1,2.18,14.93333333,2.31,0.57,0.55
Bolaji Oki,The Zulu Warrior,8,1,0,28,100,5.42,0.53,0,0,0,70,73,0,11.57,2.766666667,4.34,0.62,0
Boston Salmon,Boom Boom,6,3,0,33,49,0,0.37,0,0,0,69,69,1,4.13,5.883333333,7.75,0.59,1
Brad Blackburn,Bad Brad,18,13,1,46,49,1.16,0.35,0.93,0.5,0.7,70,73,0,4.55,12.91666667,3.59,0.65,0.76
Brad Katona,Superman,15,3,0,32,11,0,0.49,1.5,0.27,0,66,64,0,4.71,15,4.98,0.48,0.52
Brad Pickett,One Punch,25,14,0,45,81,0.22,0.31,2.47,0.44,0.4,66,68,0,3.02,11.46666667,4.63,0.55,0.58
Brad Riddell,Quake,10,4,0,32,44,0.2,0.53,1.77,0.36,0,67,71,0,4.71,10.91666667,3.53,0.53,0.63
Brad Tavares,710,20,9,0,36,49,0.2,0.43,0.81,0.26,0,73,74,0,3.38,12.9,3.03,0.56,0.82
Bradley Scott,Bear,11,6,0,34,81,0.32,0.41,0.32,0.15,0.7,73,76,0,3.52,11.63333333,4.31,0.57,0.63
Brady Hiestand,312,8,2,0,24,49,0,0.52,4.06,0.46,0.3,68,71,0,2.93,14.78333333,3.65,0.53,0.42
Brady Huang,The Kung Fu Warrior,11,2,0,31,49,0,0.37,0,0,0,69,69,0,4.62,0.65,10.77,0.3,0
Brandon Davis,Killer B,14,10,0,33,49,0,0.35,0.74,0.42,0.1,70,72,0,4.68,12.2,4.62,0.58,0.57
Brandon Jenkins,The Human Highlight Reel,15,9,0,32,49,0,0.41,0,0,0,72,71,3,2.93,10.06666667,8.05,0.33,0.27
Brandon Lewis,431,6,2,0,26,49,0,0.29,1,0.15,0,64,70,0,2.17,15,3.63,0.53,0.2
Brandon Royval,Raw Dawg,15,7,0,31,49,0.64,0.43,0.43,0.66,1.5,69,68,1,3.8,8.783333333,3.05,0.45,0.4
Brandon Thatch,Rukus,11,5,0,38,49,1.02,0.42,1.36,0.66,0.7,74,74,3,2.7,7.583333333,3.63,0.52,0.5
Brandon Vera,The Truth,15,7,0,46,49,0.7,0.56,0.7,0.53,0.2,75,78,0,3.03,9.5,2.81,0.52,0.59
Braxton Smith,The Beautiful Monster,5,2,0,34,49,0,0.48,0,0,0,71,72,0,6.46,2.166666667,11.54,0.32,1
Brendan Allen,All In,23,5,0,28,49,0.49,0.54,1.36,0.47,1.7,74,75,0,3.87,8.666666667,3.6,0.46,0.58
Brendan Loughnane,442,17,3,0,34,81,0.5,0.63,1.5,0.3,0,70,70,3,6.23,15,6.7,0.53,0.92
Brendan OReilly,Badger,6,3,0,36,34,0,0.47,2.22,0.43,0.6,67,69,0,1.9,11.81666667,2.77,0.39,0.36
Brendan Schaub,Big Brown,10,5,0,40,49,0.77,0.37,2.32,0.46,0.4,76,78,0,2.92,7.05,2.22,0.57,0.72
Brendon Marotte,The Kid,8,2,0,28,49,0,1,0,0,0,69,70,0,3,0.333333333,42,0.33,0
Brendson Ribeiro,The Gorilla,15,5,0,27,100,3.96,0.46,0,0,0,75,81,0,8.46,3.783333333,5.29,0.64,0
Brett Johns,The Pikey,17,2,0,31,81,0,0.49,4.92,0.49,1,67,71,0,2.86,12.63333333,3.84,0.53,0.58
Brian Bowles,87,10,3,0,43,49,1,0.26,1.39,0.7,1.4,67,70,0,2.36,7.533333333,2.98,0.64,0.54
Brian Camozzi,Mantis,7,5,0,32,49,0,0.26,0,0,0.7,74,78,0,3.15,6.883333333,6.39,0.54,0
Brian Ebersole,Bad Boy,51,18,1,43,49,0.13,0.49,1.7,0.23,0.1,72,73,1,2.32,12.71666667,2.14,0.56,0.61
Brian Foster,The Foster Boy,27,10,0,39,49,0.61,0.39,3.67,0.6,1.8,69,71,0,3.3,4.916666667,1.63,0.65,0.37
Brian Kelleher,Boom,24,15,0,37,49,0.35,0.41,1.74,0.41,0.7,66,66,3,3.39,8.1,4.64,0.54,0.6
Brian Ortega,TCity,15,3,0,32,49,0.53,0.38,0.95,0.23,1.2,68,69,3,4.19,12.95,6.66,0.49,0.56
Brian Stann,All American,12,6,0,43,49,1.04,0.42,0.12,0.12,0.3,73,74,0,3.28,7.65,2.65,0.59,0.6
Brianna Fortino,The Bull,9,3,0,30,49,0,0.41,2.5,0.45,0,60,62,1,3.53,15,3.23,0.57,0.66
Bristol Marunde,475,16,10,0,41,49,0,0.21,1.6,0.33,0,73,75,0,1.42,9.4,4.4,0.47,0.14
Brock Larson,412,42,10,0,46,49,0.67,0.46,2.67,0.34,2,71,71,1,1.39,6.133333333,1.5,0.55,0.43
Brock Lesnar,427,5,3,0,46,49,0.49,0.72,3.9,0.55,0.5,75,81,0,3.53,6.833333333,2.11,0.5,0.6
Brogan Walker,The Bear,8,4,0,35,49,0,0.3,0,0,0,64,67,3,2.04,14.48333333,3.7,0.47,0.11
Brok Weaver,Chata Tuska,15,6,0,32,49,0,0.64,0.41,0.1,0.4,72,73,1,4.78,9.2,4.35,0.46,0.66
Bruna Brasil,92,9,3,1,30,18,0.47,0.68,1.86,0.66,0,66,65,0,3.44,10.75,3.94,0.53,0.53
Brunno Ferreira,The Hulk,11,1,0,31,18,3.75,0.5,1.25,0.16,0,70,72,0,5,3,4.17,0.48,0.66
Bruno Lopes,Brunao,11,1,0,30,100,0,0.35,0,0,0,74,75,0,5.29,3.783333333,8.46,0.53,0
Bruno Oliveira,495,8,2,0,39,100,0,0.33,0,0,0,76,80,0,3.44,2.033333333,4.92,0.54,0
Bruno Silva,Blindado,23,10,0,34,18,0.44,0.51,1.09,0.27,0,72,74,0,4.43,8.583333333,5.33,0.43,0.73
Bruno Silva,Bulldog,13,5,2,33,18,1.29,0.46,2.57,0.3,0.3,64,65,0,3.05,9.716666667,3.09,0.59,0.64
Bruno Souza,The Tiger,10,3,0,27,18,0,0.39,0.5,0.16,0,70,70,0,3.73,15,5.3,0.45,0.6
Bryan Barberena,Bam Bam,18,11,0,34,49,0.42,0.48,0.14,0.22,0.3,72,72,1,5.53,11.85,4.74,0.44,0.49
Bryan Battle,Pooh Bear,11,2,0,29,49,0.63,0.54,0.94,0.25,0.6,73,77,0,4.52,7.966666667,3.73,0.42,0.45
Bryan Caraway,Kid Lightning,21,9,0,39,49,0,0.34,2.57,0.25,0.8,68,68,0,2.53,11.06666667,3.61,0.54,0.8
Bubba McDaniel,The Menace,28,10,0,40,49,0,0.44,0.93,0.5,1.4,75,75,1,1.64,10.78333333,1.98,0.56,0.5
CB Dollaway,The Doberman,17,9,0,40,49,0.27,0.47,3.55,0.54,1.2,74,76,0,2.65,8.25,2.58,0.54,0.62
CJ Hamilton,The Autobot,11,4,0,37,49,0,0.31,0,0,0,67,68,3,2.47,15,3.93,0.58,0.62
CJ Vergara,747,12,4,1,32,49,0.47,0.57,0,0,0.2,66,68,0,6.01,10.68333333,5.01,0.53,0.74
CM Punk,559,0,1,0,45,49,0,0.23,0.87,0.11,0,73,73,0,1.1,8.616666667,4.87,0.4,0
Cain Velasquez,742,14,3,0,41,49,1.28,0.57,5.13,0.45,0.4,73,77,0,6.37,6.883333333,2.33,0.57,0.85
Caio Bittencourt,Leao,14,7,0,32,100,0,0.16,0,0,0,72,75,0,0.29,3.483333333,0.57,0.33,0
Caio Borralho,The Natural,15,1,0,31,18,0.36,0.58,2.16,0.63,0.5,70,75,1,2.73,11.91666667,1.98,0.6,0.57
Caio Machado,Bigfoot,8,2,1,29,18,0,0.64,0,0,0,76,78,1,6.57,15,1.87,0.64,0.82
Caio Magalhaes,Hellboy,10,3,0,36,18,0.53,0.4,1.05,0.15,1.6,73,73,0,2.27,8.133333333,2.78,0.56,0.58
Callan Potter,The Rockstar,18,9,0,39,34,0,0.5,3.29,0.66,0,72,72,0,3.18,5.066666667,4.72,0.58,1
Calvin Kattar,370,23,7,0,35,49,0.42,0.39,0.42,0.29,0.1,71,72,0,5.12,14.73333333,7.1,0.54,0.91
Cameron Church,131,4,1,0,33,49,0,0.4,0,0,1,71,72,0,4,15,4.93,0.5,0.6
Cameron Else,Camchida,10,6,0,36,81,0,0.4,0,0,0,69,71,3,1.99,4.266666667,8.09,0.51,0
Cameron Olson,Capn Crunch,7,3,0,34,49,0,0.47,3,0.42,1,73,75,0,3.13,15,2.2,0.57,1
Cameron Saaiman,MSP,9,1,0,23,48,0.5,0.46,1,0.36,0.8,68,67,1,5.28,12.05,3.24,0.55,0.44
Cameron Smotherman,The BabyFaced Killa,8,4,0,26,49,0,0.36,0,0,0,69,69,0,4,1,13,0.35,0
Cameron VanCamp,Jumpman,15,7,1,30,49,0,0.47,0,0,0,74,74,3,5.31,3.2,6.41,0.4,0
Canaan Kawaihae,372,6,2,0,26,49,0.52,0.51,0,0,0,72,71,1,2.83,14.5,4.59,0.36,1
Caol Uno,Uno Shoten,33,19,5,48,64,0,0.49,1.95,0.31,0.5,67,70,1,1.91,12.4,1.9,0.5,0.37
Caolan Loughran,The Don,8,1,0,27,51,0,0.36,2,0.18,0,66,68,0,3.2,15,5.6,0.48,0
Carl Deaton,The Anishinaabe Kid,17,7,0,34,49,0,0.31,0,0,0,67,69,0,1.53,12.46666667,1.85,0.61,0.5
Carla Esparza,Cookie Monster,20,7,0,36,49,0,0.4,3.22,0.35,0.3,61,63,0,2.16,13.95,2.69,0.55,0.47
Carlo Pedersoli,Semento,11,3,0,30,49,0,0.37,2.91,0.44,0,71,75,1,4.17,6.883333333,4.12,0.61,0
Carlo Prater,Neo,31,18,1,42,18,0,0.47,0.43,0.09,1.7,71,72,3,2.03,5.916666667,4.07,0.35,0.57
Carlos Candelario,The Cannon,8,3,0,32,49,0,0.46,2.28,0.36,0.3,68,68,1,3.97,13.16666667,5.17,0.44,0.53
Carlos Condit,The Natural Born Killer,32,14,0,39,49,0.39,0.39,0.59,0.46,1,74,75,0,3.66,12.16666667,2.67,0.55,0.38
Carlos Eduardo Rocha,Ta Danado,9,4,0,42,18,0,0.34,0,0,1.4,70,73,0,1.24,9.083333333,1.85,0.55,0.52
Carlos Felipe,Boi,11,2,0,29,18,0,0.45,0,0,0,72,75,0,4.88,15,5.6,0.5,0.72
