name,nickname,wins,losses,draws,height,weight,reach,stance,dOB,sig_strikes_landed_per_min,sig_striking_accuracy_%,sig_strike_absorbed_per_min,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent),takedown_average(average_takedown_landed_per_fifteen_min),takedown_accuracy_%,takedown_defense(%_of_opponent_takedown_not_landed),sub_average(average_subs_attempted_per_15_mins)
Brandon Shuey,Big Dawg,7,6,0,"5' 7""",155 lbs.,--,Orthodox,1-Feb-76,0.68,33%,1.36,0%,0,0%,0%,10.2
Ronal Siahaan,Naga Sakti,7,1,0,"5' 7""",125 lbs.,"71""",Southpaw,5-May-96,0.63,66%,6.17,25%,0,0%,25%,0
Sam Sicilia,,15,8,0,"5' 8""",145 lbs.,"67""",Orthodox,1-Feb-86,2.46,33%,3.55,59%,1.45,43%,70%,0.9
Kiril Sidelnikov,,11,4,0,"5' 11""",230 lbs.,--,,17-Aug-88,2.87,28%,4.48,61%,0,0%,0%,0
Serhiy Sidey,,10,2,0,"5' 11""",135 lbs.,"72""",Switch,4-Jul-96,5.16,35%,4.19,56%,0,0%,0%,0
Steven Siler,Super,29,16,0,"5' 11""",145 lbs.,"70""",Orthodox,15-Feb-87,3.21,41%,2.96,54%,0.47,21%,55%,1.6
Siala Siliga,Mighty Mo,12,5,0,"6' 1""",290 lbs.,--,Orthodox,8-Oct-70,1.08,26%,1.96,50%,1.47,50%,80%,0
Xavier Siller,Young Guns,5,5,0,"5' 5""",125 lbs.,--,,6-Jun-94,1.02,36%,1.53,57%,3.83,100%,0%,0
Assuerio Silva,,16,8,0 (1 NC),"5' 10""",241 lbs.,--,Orthodox,18-Jun-74,1.42,46%,4.2,54%,2.66,34%,25%,1.8
Anderson Silva,The Spider,34,11,0 (1 NC),"6' 2""",185 lbs.,"77""",Southpaw,14-Apr-75,3.05,61%,2.05,60%,0.5,77%,69%,0.8
Wanderlei Silva,The Axe Murderer,35,13,1 (1 NC),"5' 11""",205 lbs.,"74""",Orthodox,3-Jul-76,2.79,40%,2.19,60%,0.97,53%,62%,0.6
Thiago Silva,,19,6,0 (2 NC),"6' 2""",205 lbs.,"74""",Orthodox,12-Nov-82,3.92,50%,2.55,67%,1.03,47%,70%,0.7
Paulo Cesar Silva,Giant,2,6,0,"7' 5""",385 lbs.,--,Orthodox,21-Jul-63,0.4,15%,2.72,47%,0.42,100%,16%,0.4
Jean Silva,White Bear,19,12,3 (1 NC),"5' 6""",160 lbs.,--,Orthodox,8-Oct-77,0.73,22%,2.93,52%,0,0%,0%,0
Edson Silva,Paredao,14,12,0 (1 NC),--,205 lbs.,--,Orthodox,--,2.69,14%,5.37,50%,0,0%,0%,0
Sidney Silva,,8,4,0,"6' 3""",170 lbs.,--,Southpaw,27-Feb-72,2.86,65%,3.3,34%,3.3,100%,0%,0
Jay Silva,,10,11,1,"6' 2""",185 lbs.,--,Southpaw,--,1.13,34%,3.07,40%,0,0%,38%,1
Antonio Silva,Bigfoot,19,12,1,"6' 4""",264 lbs.,"82""",Orthodox,14-Sep-79,2.89,45%,3.09,50%,0.82,29%,66%,0.8
Fabio Silva,,1,8,0,"5' 11""",205 lbs.,--,Orthodox,31-Mar-82,0.09,11%,5.9,38%,0,0%,0%,0
Erick Silva,,19,9,0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,21-Jun-84,2.5,48%,4.18,49%,0.85,35%,56%,1.4
Leandro Silva,Buscape,20,6,1 (1 NC),"5' 9""",155 lbs.,"72""",Orthodox,11-Nov-85,2.39,48%,2.08,63%,1.76,37%,65%,0.4
Claudio Silva,Hannibal,14,4,0,"5' 11""",170 lbs.,"71""",Southpaw,6-Sep-82,2.48,42%,3,46%,2.85,26%,44%,1.1
Wagner Silva,Wagnao,6,3,0,"6' 0""",170 lbs.,--,Orthodox,7-Feb-87,1.69,29%,2.87,65%,0,0%,58%,0
Rafael Silva,Morcego,28,6,0,"5' 7""",135 lbs.,--,,20-Mar-85,0.67,50%,0.73,67%,0,0%,25%,1
Joaquim Silva,Netto BJJ,13,5,0,"5' 8""",155 lbs.,"69""",Southpaw,5-Feb-89,3.61,41%,4.51,54%,0.45,60%,64%,0.7
Felipe Silva,,8,2,0,"6' 0""",155 lbs.,"77""",Orthodox,8-May-84,5.4,50%,1.8,59%,1,100%,71%,0
Dayana Silva,,7,4,0,"5' 7""",135 lbs.,--,Orthodox,27-Aug-90,6.33,51%,5.93,57%,0,0%,42%,0
Bruno Silva,Bulldog,13,5,2 (1 NC),"5' 4""",125 lbs.,"65""",Orthodox,16-Mar-90,3.05,46%,3.09,59%,2.57,30%,64%,0.3
Bruno Silva,Blindado,23,10,0,"6' 0""",185 lbs.,"74""",Orthodox,13-Jul-89,4.43,51%,5.33,43%,1.09,27%,73%,0
Gabriel Silva,,8,2,0,"5' 6""",135 lbs.,"71""",Orthodox,26-Aug-94,1.3,34%,3.47,45%,1.5,25%,38%,0.5
Jacob Silva,Lil Animal,6,4,0,"5' 5""",125 lbs.,"67""",Orthodox,23-Feb-88,4.17,44%,4.92,56%,1.51,100%,66%,0
Natalia Silva,,16,5,1,"5' 4""",125 lbs.,"65""",Southpaw,3-Feb-97,5.2,48%,2.23,65%,0.68,33%,92%,0
Jansey Silva,Jones,7,2,0,"6' 2""",185 lbs.,"67""",Orthodox,30-May-95,0.46,40%,2.32,33%,0,0%,0%,0
Maria Silva,Viuva Negra,8,1,0,"5' 3""",115 lbs.,"64""",Orthodox,19-Dec-95,3,57%,1.13,62%,2,100%,55%,0.5
Karine Silva,Killer,17,4,0,"5' 5""",125 lbs.,"67""",Orthodox,2-Dec-93,3.37,35%,3.37,50%,2.45,60%,0%,4.1
Erik Silva,The King,9,2,0,"5' 9""",145 lbs.,"71""",Orthodox,16-Mar-87,2.17,71%,1.58,40%,3.94,80%,71%,0
Janaina Silva,Jana-Iron-Hand,5,1,0,"5' 1""",115 lbs.,"60""",Orthodox,16-Feb-92,0,0%,1.5,62%,0,0%,0%,0
Jhonata Silva,,8,2,0,"5' 5""",125 lbs.,"66""",Orthodox,24-Apr-97,4.86,52%,9.85,44%,0,0%,0%,0
Jean Silva,Lord,12,2,0,"5' 7""",145 lbs.,"69""",Orthodox,27-Dec-96,5.83,52%,4.27,57%,1.56,50%,100%,0
Danny Silva,El Puma,8,1,0,"5' 11""",145 lbs.,"70""",Switch,30-Jan-97,13.6,64%,13.13,59%,2,66%,100%,0
Douglas Silva de Andrade,D Silva,29,5,0 (1 NC),"5' 7""",135 lbs.,"68""",Orthodox,22-Jun-85,3.66,38%,3.99,58%,0.61,46%,70%,0.2
Leonardo Silva de Oliveira,Cabecao,12,4,0,"6' 2""",185 lbs.,--,Orthodox,23-Apr-92,1.07,40%,0.54,50%,24.11,50%,0%,0
Marcus Silveira,Conan,6,4,0 (1 NC),"6' 3""",242 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
Elias Silverio,Xuxu,13,3,0,"5' 11""",155 lbs.,"73""",Orthodox,22-Sep-86,3.67,49%,2.97,51%,1.62,38%,85%,0.2
Sim Kai Xiong,Kobra,5,1,0,"5' 5""",125 lbs.,"66""",Orthodox,6-Sep-97,3.19,63%,4.56,47%,6.84,28%,0%,0
Jamey Simmons,The Afro Samurai,7,4,0,"5' 6""",135 lbs.,"70""",Orthodox,11-Sep-92,0.79,21%,1.92,74%,0,0%,50%,0
Ricky Simon,,20,5,0,"5' 6""",135 lbs.,"69""",Orthodox,31-Aug-92,3.01,43%,3.61,61%,5.49,46%,76%,0.4
Aaron Simpson,A-Train,12,5,0,"6' 0""",170 lbs.,"73""",Orthodox,20-Jul-74,3.6,52%,2.53,56%,3.78,34%,83%,0.5
Wes Sims,The Project,24,14,1 (2 NC),"6' 10""",260 lbs.,--,Orthodox,4-Aug-79,0.98,51%,2.95,37%,0,0%,40%,2.3
Marlon Sims,,3,4,0,--,170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Tony Sims,,12,4,0,"5' 11""",155 lbs.,"70""",Southpaw,14-Oct-85,1.81,63%,0.76,65%,0.71,50%,50%,0.7
Everett Sims,Sexual Chocolate,4,1,0,"6' 5""",260 lbs.,"77""",Southpaw,4-Sep-88,0.81,66%,2.19,30%,0,0%,42%,1.2
Lodune Sincaid,,15,9,0,"5' 9""",185 lbs.,--,Orthodox,7-May-73,2.72,42%,6.17,57%,0,0%,75%,0
Rob Sinclair,,13,5,0,"5' 8""",155 lbs.,--,,20-Feb-80,1.2,33%,1.73,73%,0,0%,50%,0
Rory Singer,Outburst,11,9,0,"6' 2""",185 lbs.,"77""",Orthodox,28-May-76,2.55,39%,2.42,63%,0.39,25%,64%,0.8
Rana Rudra Pratap Singh,Ashwathama,11,2,0,"5' 10""",135 lbs.,"69""",Orthodox,9-May-97,0,0%,9.05,27%,0,0%,0%,0
Elvis Sinosic,The King of Rock n' Rumble,7,11,2,"6' 3""",205 lbs.,"77""",Orthodox,13-Feb-71,1.13,37%,4.6,53%,0,0%,0%,1.2
Mitchell Sipe,No Dice,4,1,0,"6' 2""",245 lbs.,--,Orthodox,9-Apr-96,5.5,56%,9.98,46%,1.53,20%,0%,0
Gian Siqueira,Pitbull,19,5,0,"6' 1""",170 lbs.,"74""",Orthodox,23-Jun-94,0.8,100%,3.41,19%,0,0%,0%,0
Jeremia Siregar,The Teacher,6,3,0,"5' 2""",125 lbs.,"63""",Orthodox,27-Jul-91,2.8,42%,7.37,29%,0,0%,75%,0
AJ Siscoe,Let's Go,1,2,0,"5' 7""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Yokthai Sithoar,,0,1,0,"5' 7""",143 lbs.,--,,25-Dec-74,0,0%,0,0%,0,0%,0%,0
Jeri Sitzes,,3,1,0,"5' 5""",125 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Dennis Siver,,23,11,0 (1 NC),"5' 6""",145 lbs.,"70""",Orthodox,13-Jan-79,3.87,32%,2.67,65%,0.87,32%,65%,0.3
Chas Skelly,The Scrapper,19,3,0 (1 NC),"5' 11""",145 lbs.,"72""",Orthodox,11-May-85,2.01,40%,3.21,49%,1.74,34%,39%,2.3
Matt Skelton,,0,1,0,"6' 3""",265 lbs.,--,Orthodox,23-Jan-67,0,0%,0.54,0%,0,0%,66%,0
Zach Skinner,,10,11,0,"5' 6""",145 lbs.,--,Orthodox,--,0.53,50%,2.4,32%,5,27%,100%,1
Brian Sleeman,,9,9,1,"5' 8""",185 lbs.,--,,--,4,48%,1.85,70%,9.23,100%,100%,0
Joe Slick,,16,5,3,"6' 0""",199 lbs.,--,Orthodox,17-Oct-77,0,0%,0,0%,0,0%,0%,0
Ray Sloan,,8,1,0,"6' 1""",205 lbs.,--,,14-Jul-85,0,0%,0,0%,0,0%,0%,0
Kestutis Smirnovas,,24,8,2,"5' 10""",200 lbs.,--,Orthodox,--,4.95,52%,5.05,54%,1.55,50%,100%,1.6
Maurice Smith,,12,14,0,"6' 2""",221 lbs.,--,Orthodox,13-Dec-61,0.41,46%,0.47,60%,0.89,50%,20%,0.9
Patrick Smith,,20,17,0,"6' 2""",225 lbs.,--,Orthodox,28-Aug-63,0,0%,0,0%,0,0%,0%,0
Scott Smith,Hands of Steel,18,11,0 (1 NC),"6' 0""",185 lbs.,"70""",Orthodox,21-May-79,1.9,27%,5.87,50%,0.12,6%,58%,0.5
Eric Smith,,1,1,0,--,--,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0
Josh Smith,,9,8,0,"6' 0""",155 lbs.,--,Orthodox,2-Jul-82,0.73,28%,1.4,54%,0,0%,57%,2
David Smith,,5,1,0,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Adam Smith,,0,3,0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
Dillon Smith,,0,0,0,"6' 0""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Trevor Smith,Hot Sauce,15,10,0,"6' 3""",185 lbs.,"75""",Orthodox,5-Jan-81,3.29,55%,3.31,51%,1.7,32%,60%,0.7
Anthony Smith,Lionheart,37,19,0,"6' 4""",205 lbs.,"76""",Orthodox,26-Jul-88,3.21,48%,4.47,46%,0.49,26%,48%,0.6
Colton Smith,,7,4,0,"6' 0""",155 lbs.,"71""",Orthodox,14-Aug-87,1.64,41%,2.3,51%,4.09,36%,25%,1.4
Gilbert Smith,,12,6,0,"5' 9""",185 lbs.,--,Southpaw,19-Oct-81,1.09,41%,2.73,35%,3.51,60%,0%,1.2
Leslie Smith,The Peacemaker,10,7,1,"5' 9""",135 lbs.,"66""",Orthodox,17-Aug-82,7.56,40%,8.41,51%,0,0%,62%,0
Devonte Smith,King Kage,11,4,0,"5' 9""",155 lbs.,"76""",Orthodox,30-Jul-93,4.55,53%,3.91,49%,0.35,25%,85%,0.3
Cole Smith,The Cole Train,7,2,0,"5' 11""",135 lbs.,"67""",Orthodox,5-Apr-89,1.78,35%,1.96,49%,1.67,33%,45%,1.7
Nate Smith,The Savage,6,1,0,"5' 6""",125 lbs.,"69""",Switch,9-Apr-95,1.28,38%,2.04,35%,0,0%,33%,2.3
Braxton Smith,The Beautiful Monster,5,2,0,"5' 11""",257 lbs.,"72""",Orthodox,1-Jan-90,6.46,48%,11.54,32%,0,0%,100%,0
Walter Smith-Cotito,,4,5,0 (1 NC),"5' 8""",135 lbs.,--,,--,2.95,36%,3.53,68%,2.16,33%,57%,0
Justin Smitley,,10,7,1,--,145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Dmitrii Smoliakov,The Lifeguard,9,3,0,"6' 2""",253 lbs.,"74""",Switch,5-Aug-82,1.44,42%,3.81,55%,0,0%,75%,0
Louis Smolka,Da Last Samurai,17,9,0,"5' 9""",135 lbs.,"68""",Orthodox,16-Jul-91,4.67,47%,4.11,53%,1.69,35%,32%,1.8
Cameron Smotherman,The Baby-Faced Killa,8,4,0,"5' 9""",135 lbs.,"69""",Orthodox,17-Sep-97,4,36%,13,35%,0,0%,0%,0
Shimon Smotritsky,The Assassin,8,2,0,"6' 2""",170 lbs.,"74""",Orthodox,22-Aug-00,3.52,34%,8.67,56%,3.52,33%,50%,0
Richie Smullen,,3,1,1,"5' 9""",155 lbs.,"68""",Orthodox,17-Aug-91,1.98,77%,2.26,65%,8.49,66%,0%,0
Devin Smyth,,4,2,0,"5' 10""",170 lbs.,"72""",Switch,21-Jul-95,2.6,68%,6.73,25%,4,26%,100%,0
Denis Sobolev,,4,7,0,"6' 3""",216 lbs.,--,Orthodox,--,0,0%,5.45,33%,0,0%,0%,0
Peter Sobotta,,17,7,1,"6' 0""",170 lbs.,"75""",Southpaw,11-Jan-87,2.14,40%,2.9,58%,1.53,32%,77%,0.5
Renato Sobral,Babalu,37,11,0,"6' 1""",205 lbs.,"75""",Orthodox,7-Sep-75,2.23,45%,1.53,57%,2.48,42%,65%,2.6
Rameau Thierry Sokoudjou,The African Assassin,18,18,0,"5' 10""",205 lbs.,"78""",Orthodox,18-Apr-84,2.26,45%,2.61,56%,1.93,47%,78%,0.9
Alexander Soldatkin,,14,4,0,"6' 2""",250 lbs.,"75""",Orthodox,10-Jun-93,1.16,60%,1.35,26%,1.45,50%,50%,0
Joe Solecki,,13,4,0,"5' 9""",155 lbs.,"70""",Orthodox,27-Aug-93,2.21,56%,1.53,52%,2.65,50%,50%,1.5
Chris Solomon,,0,0,0,"5' 11""",155 lbs.,--,,--,0,0%,2.8,37%,0,0%,33%,0
Joe Son,,0,4,0,"5' 4""",236 lbs.,--,Orthodox,22-Nov-70,0,0%,0,0%,0,0%,0%,0
Paul Song,,2,2,0,--,185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Song Kenan,The Assassin,20,8,0,"6' 0""",170 lbs.,"71""",Orthodox,10-Mar-90,4.36,46%,6.38,50%,0.34,50%,61%,0
Song Yadong,Kung Fu Kid,21,7,1 (1 NC),"5' 8""",135 lbs.,"67""",Orthodox,2-Dec-97,4.38,42%,3.73,57%,0.63,58%,73%,0.2
Emrah Sonmez,Anatolian Wolf,14,5,0,"5' 10""",145 lbs.,"71""",Orthodox,26-Jun-92,1.47,46%,1.73,48%,5,21%,0%,0
Chael Sonnen,,29,15,1,"6' 1""",205 lbs.,"73""",Southpaw,3-Apr-77,3.08,43%,1.1,62%,3.81,59%,66%,0.4
Cody Sons,,3,7,0,"5' 9""",205 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Jin Soo Son,,9,4,0,"5' 6""",135 lbs.,"69""",Orthodox,1-Apr-93,5.1,36%,7.63,52%,1.5,25%,100%,0
Emiliano Sordi,He-Man,16,7,0,"6' 2""",205 lbs.,--,Orthodox,15-Feb-91,4.79,50%,4.79,48%,0,0%,100%,8.3
Sean Soriano,,14,8,0,"5' 9""",145 lbs.,"70""",Orthodox,6-Oct-89,3.18,61%,2.14,56%,1.33,55%,52%,0
Punahele Soriano,Puna,9,4,0,"5' 11""",185 lbs.,"72""",Southpaw,22-Nov-92,3.96,45%,4.55,48%,0.79,40%,33%,0
Dmitry Sosnovskiy,Wicked Machine,11,0,0,"6' 3""",240 lbs.,"77""",Orthodox,6-Jul-89,2.95,70%,2.53,35%,3.16,66%,100%,3.2
Ben Sosoli,Combat Wombat,7,3,0 (2 NC),"6' 0""",265 lbs.,"72""",Southpaw,10-Dec-89,2.31,31%,4.3,47%,0,0%,0%,0
Krzysztof Soszynski,The Polish Experiment,26,12,1,"6' 1""",205 lbs.,"77""",Open Stance,2-Aug-77,3.37,39%,3.13,58%,0.52,25%,71%,1
George Sotiropoulos,,14,7,0,"5' 10""",155 lbs.,"71""",Orthodox,9-Jul-77,2.61,27%,2.52,67%,2.32,31%,53%,1.6
Greg Soto,,9,4,0,"5' 11""",170 lbs.,"73""",Orthodox,3-Jun-86,3.21,63%,2.61,52%,1.49,27%,44%,1
Alex Soto,Extremo,8,3,1,"5' 8""",135 lbs.,--,Southpaw,15-Feb-84,2.95,25%,5.02,59%,2.82,30%,0%,0
Joe Soto,One Bad Mofo,18,7,0,"5' 6""",135 lbs.,"65""",Orthodox,22-Mar-87,3.36,41%,5.37,67%,0.85,21%,70%,1.9
Mario Soto,Dr. Mario,7,2,0,"6' 0""",145 lbs.,--,,--,1.43,23%,5.23,42%,0,0%,0%,0
Andre Soukhamthath,The Asian Sensation,13,8,0,"5' 9""",135 lbs.,"70""",Orthodox,23-Oct-88,2.77,44%,4.31,49%,1.25,53%,58%,0.2
Mario Sousa,Coracao Valente,15,3,0,"6' 3""",185 lbs.,"79""",Orthodox,20-Oct-96,2.82,50%,2.99,28%,0.52,25%,37%,0.5
Bobby Southworth,,10,6,0 (1 NC),"6' 2""",205 lbs.,--,Orthodox,16-Dec-69,0.99,39%,1.38,65%,3.98,78%,64%,1.3
Jacare Souza,,26,10,0 (1 NC),"6' 1""",185 lbs.,"72""",Orthodox,7-Dec-79,2.53,47%,2.83,62%,2.57,39%,57%,1.3
Edimilson Souza,Kevin,15,5,0,"6' 0""",145 lbs.,"74""",Orthodox,17-Oct-84,4.65,44%,2.91,58%,0,0%,50%,0
Livinha Souza,The Brazilian Gangsta,14,4,0,"5' 3""",115 lbs.,"63""",Orthodox,11-Mar-91,1.75,45%,3.6,56%,2.54,45%,40%,1.4
Bruno Souza,The Tiger,10,3,0,"5' 10""",145 lbs.,"70""",Orthodox,7-Mar-96,3.73,39%,5.3,45%,0.5,16%,60%,0
Ketlen Souza,Esquentadinha,13,4,0,"5' 3""",125 lbs.,"63""",Orthodox,18-Aug-94,0,0%,1.71,70%,0,0%,0%,0
Charon Spain,,14,26,0,"5' 9""",155 lbs.,--,,11-Mar-88,0,0%,0,0%,0,0%,0%,0
Chris Spang,The Kiss,6,3,0,"6' 2""",170 lbs.,--,Orthodox,26-Nov-87,1.83,36%,1.95,60%,0,0%,50%,0.9
Andreas Spang,Sweet Swede,9,3,0,"6' 1""",185 lbs.,--,,7-Nov-78,0,0%,0,0%,0,0%,0%,0
Ryan Spann,Superman,21,9,0,"6' 5""",205 lbs.,"79""",Orthodox,24-Aug-91,3.42,40%,3.91,45%,1.29,35%,47%,1.5
Ron Sparks,The Monster,8,3,0,"6' 5""",265 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Tommy Speer,,21,7,0,"5' 10""",170 lbs.,"71""",Orthodox,20-Aug-84,2.56,51%,5.12,35%,2.02,33%,33%,0
Patrick Speight,,7,3,0,"6' 1""",170 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
Sean Spencer,Black Magic,12,6,0,"5' 10""",170 lbs.,"74""",Orthodox,25-Jun-87,4.24,32%,4.02,60%,0.14,33%,68%,0
Felicia Spencer,FeeNom,9,3,0,"5' 6""",145 lbs.,"68""",Orthodox,29-Nov-90,3.21,48%,4.54,45%,1.18,18%,27%,0.2
Sam Spengler,The Ram,9,5,0,"5' 11""",185 lbs.,--,Orthodox,--,3.27,62%,3.27,54%,1.75,11%,75%,1.8
Nick Sperling,,3,4,0,--,135 lbs.,--,,--,1.4,25%,1.4,66%,0,0%,0%,0
Mario Sperry,Zen Machine,13,4,0,"6' 2""",205 lbs.,--,Orthodox,28-Sep-66,2.81,52%,1.53,47%,2.09,42%,71%,1.4
Eric Spicely,Zebrinha,12,6,0,"6' 1""",185 lbs.,"73""",Orthodox,29-Sep-86,3.71,45%,5.72,55%,1.31,20%,75%,1
Waachiim Spiritwolf,Native Warrior,12,13,1 (2 NC),"5' 8""",170 lbs.,--,,--,10,100%,10,0%,0,0%,0%,0
Daniel Spitz,,6,3,0,"6' 7""",245 lbs.,"82""",Orthodox,31-Jul-90,2.6,35%,5.3,46%,0.74,66%,0%,0
Serghei Spivac,Polar Bear,16,4,0,"6' 3""",260 lbs.,"78""",Orthodox,24-Jan-95,3.54,49%,3.79,49%,4.56,64%,70%,0.5
Daniel Spohn,Dragon,15,6,0,"6' 4""",205 lbs.,"79""",Southpaw,12-Oct-84,2.42,49%,1.6,53%,0,0%,28%,2.5
Pete Spratt,The Secret Weapon,25,23,0,"5' 9""",170 lbs.,--,Orthodox,9-Jan-71,1.63,48%,1.33,55%,0.3,100%,46%,0.3
Austin Springer,,12,4,0,"5' 8""",145 lbs.,"71""",Orthodox,12-May-87,3.54,57%,3.15,41%,3.37,40%,100%,0.8
Georges St-Pierre,Rush,26,2,0,"5' 11""",185 lbs.,"76""",Orthodox,19-May-81,3.78,53%,1.4,72%,4.16,74%,83%,1.1
Bobby Stack,,8,3,0,"5' 9""",155 lbs.,--,Orthodox,--,1,20%,2.89,34%,7.48,45%,100%,0
Andreas Stahl,Real Steel,10,4,0,"5' 11""",170 lbs.,--,Orthodox,20-May-88,2.83,37%,4.74,57%,1.55,66%,80%,0
Ron Stallings,The Choir Boy,14,8,0 (1 NC),"6' 2""",170 lbs.,"75""",Southpaw,25-Jan-83,3.22,60%,3.26,51%,0,0%,71%,0
Cody Stamann,The Spartan,21,6,1,"5' 6""",135 lbs.,"64""",Orthodox,9-Nov-89,4.39,47%,3.63,62%,2.34,39%,76%,0
Cristina Stanciu,Barbie,5,2,0,"5' 3""",115 lbs.,--,Orthodox,29-Mar-94,2.5,50%,3.07,52%,0.85,100%,40%,1.7
Brian Stann,All American,12,6,0,"6' 1""",205 lbs.,"74""",Orthodox,24-Sep-80,3.28,42%,2.65,59%,0.12,12%,60%,0.3
Josh Stansbury,The Sandman,4,8,0,"6' 2""",205 lbs.,"74""",Orthodox,19-Nov-84,3.22,54%,3.54,54%,0,0%,87%,1
Dion Staring,Soldier,35,14,0,"6' 1""",235 lbs.,--,Orthodox,9-Jun-78,1.09,37%,5,47%,0,0%,33%,0
Lucas Stark,,1,5,0,--,155 lbs.,--,,--,1.6,25%,3.2,66%,12,100%,0%,0
Clifford Starks,,13,3,0,"6' 0""",185 lbs.,"78""",Orthodox,25-Apr-81,1.94,33%,2.49,58%,1.94,100%,60%,0
Kalib Starnes,,17,11,1,"6' 3""",185 lbs.,"74""",Orthodox,6-Jan-75,2.71,48%,4.43,53%,1.46,33%,25%,0.6
Laureano Staropoli,Pepi,9,5,0,"6' 1""",185 lbs.,"71""",Orthodox,27-Feb-93,3.31,34%,3.73,54%,0.83,26%,48%,0
Damian Stasiak,Webster,10,6,0,"5' 5""",135 lbs.,"70""",Orthodox,20-Feb-90,1.86,36%,3.1,52%,2.64,35%,43%,0.6
Adam Steele,,0,1,0,--,170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Dominique Steele,Non-Stop Action-Packed,14,9,0,"5' 10""",170 lbs.,"74""",Orthodox,27-Jan-88,2.32,49%,2.42,50%,2.95,42%,76%,0
Ricky Steele,The Karate Kid,6,0,0,"5' 9""",135 lbs.,"74""",Orthodox,26-May-88,4.07,70%,2.93,50%,0,0%,91%,0
Eric Steenberg,,5,1,0,--,155 lbs.,--,,22-Jun-83,0,0%,0,0%,0,0%,0%,0
Steve Steinbeiss,The Hooligan,9,4,0,"6' 3""",185 lbs.,"75""",Orthodox,5-May-81,3.92,55%,1.86,49%,0.44,50%,58%,0
Ray Steinbeiss,Ipswitch Cobra,14,7,0,"5' 11""",170 lbs.,--,Orthodox,12-Sep-79,0,0%,0,100%,0,0%,0%,0
Dmitri Stepanov,,0,1,0,"6' 3""",217 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
Jeremy Stephens,Lil' Heathen,28,19,0 (1 NC),"5' 9""",145 lbs.,"71""",Orthodox,25-May-86,3.17,40%,3.05,58%,1.16,38%,65%,0.4
Aljamain Sterling,Funk Master,23,4,0,"5' 7""",145 lbs.,"71""",Orthodox,31-Jul-89,4.73,52%,2.41,58%,1.97,24%,45%,0.8
Marc Stevens,,21,10,0,"5' 9""",155 lbs.,--,,--,0.45,26%,1.79,46%,0,0%,0%,0
Joe Stevenson,Daddy,33,16,0,"5' 7""",145 lbs.,"70""",Orthodox,15-Jun-82,2.05,44%,2.44,60%,2.75,44%,39%,2.2
Maia Stevenson,,6,5,0,"5' 4""",115 lbs.,"62""",Orthodox,19-Mar-82,1.57,54%,3.13,33%,3.91,100%,50%,0
Luke Stewart,,6,3,0,"5' 11""",170 lbs.,--,Orthodox,--,3.75,56%,2.34,53%,3.75,33%,50%,1.9
Darren Stewart,The Dentist,12,8,0 (2 NC),"6' 0""",205 lbs.,"74""",Orthodox,30-Dec-90,3.05,45%,3.29,48%,1.75,45%,67%,0.1
Kyle Stewart,Gunz Up,11,3,0,"6' 0""",170 lbs.,"76""",Orthodox,31-Jan-89,1.41,35%,2.42,43%,1.32,20%,60%,0
Alex Stiebling,The Brazilian Killa,19,11,1 (1 NC),"6' 2""",205 lbs.,--,Southpaw,--,1.77,42%,1.45,52%,0.35,66%,66%,0.7
Tyler Stinson,The Evolution,30,10,0,"6' 3""",170 lbs.,--,,17-Jan-86,2.8,23%,4.6,56%,0.5,100%,0%,0.5
Dan Stittgen,The Anvil,12,5,0,"6' 1""",170 lbs.,--,Orthodox,17-Nov-80,2.97,46%,4.42,37%,0.78,100%,100%,0
Lazar Stojadinovic,The Bronx Bomber,12,5,0,"5' 7""",145 lbs.,"68""",Southpaw,22-Mar-89,1.82,29%,1.97,59%,0,0%,0%,0
Denis Stojnic,,13,3,0 (1 NC),"6' 0""",245 lbs.,--,Orthodox,2-Feb-80,1.51,23%,6.06,36%,0,0%,80%,1
Julija Stoliarenko,,11,8,2,"5' 7""",125 lbs.,"66""",Orthodox,8-Apr-93,2.81,40%,4.56,44%,0.91,30%,62%,1.4
Dustin Stoltzfus,,15,5,0,"6' 0""",185 lbs.,"75""",Orthodox,15-Nov-91,3.49,44%,3.29,48%,2.4,40%,46%,0.7
Niklas Stolze,Green Mask,12,6,0,"6' 1""",155 lbs.,"74""",Switch,28-Dec-92,2.12,48%,2.25,49%,0.66,100%,55%,0.7
