name,nickname,wins,losses,draws,height,weight,reach,stance,dOB,sig_strikes_landed_per_min,sig_striking_accuracy_%,sig_strike_absorbed_per_min,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent),takedown_average(average_takedown_landed_per_fifteen_min),takedown_accuracy_%,takedown_defense(%_of_opponent_takedown_not_landed),sub_average(average_subs_attempted_per_15_mins)
Victoria Leonardo,Fury,9,6,0,"5' 5""",125 lbs.,"64""",Orthodox,16-Feb-90,3.27,39%,4.7,46%,1.6,27%,71%,0
Anthony Leone,,15,8,0,"5' 6""",135 lbs.,--,Orthodox,27-May-87,1.94,53%,2.52,56%,1.72,18%,0%,0
Chad Leonhardt,The Boss,9,4,0,"6' 0""",170 lbs.,--,,19-Feb-80,0,0%,0,0%,0,0%,0%,0
Kimo Leopoldo,,10,7,1,"6' 3""",235 lbs.,--,Orthodox,5-Jan-68,0.76,83%,2.12,30%,4.55,100%,0%,2.3
Michael Lerma,,0,1,0,--,--,--,,--,0,0%,6.47,45%,0,0%,0%,0
Lukasz Les,,8,3,0,--,170 lbs.,--,,5-Nov-81,0,0%,0,0%,0,0%,0%,0
Brock Lesnar,,5,3,0 (1 NC),"6' 3""",265 lbs.,"81""",Orthodox,12-Jul-77,3.53,72%,2.11,50%,3.9,55%,60%,0.5
Frank Lester,,11,6,0 (1 NC),"5' 11""",170 lbs.,--,Orthodox,10-Jun-84,2.18,36%,3.82,53%,0,0%,0%,0
Valerie Letourneau,Trouble,8,6,0,"5' 7""",115 lbs.,"68""",Orthodox,29-Apr-83,4.51,37%,5.4,58%,0.77,45%,66%,0.3
Leah Letson,Nidas,5,3,0,"5' 7""",145 lbs.,"71""",Southpaw,21-Aug-92,3.06,41%,3.84,52%,0.51,50%,76%,0
Justin Levens,The Executioner,10,7,0,"5' 11""",185 lbs.,--,Orthodox,18-Apr-80,1.24,47%,3.15,37%,1.69,50%,33%,5.1
Marcus LeVesseur,The Prospect,22,7,0,"5' 9""",155 lbs.,"70""",Southpaw,17-Jul-82,2.55,64%,3.7,37%,3.89,36%,83%,0.6
David Levicki,,1,3,0,"6' 5""",275 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Kyle Levinton,,0,3,0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
Natan Levy,Lethal,8,1,0,"5' 9""",155 lbs.,"71""",Southpaw,30-Sep-91,4.01,51%,3.52,58%,5.37,57%,41%,0.5
John Lewis,,3,4,3,"6' 0""",155 lbs.,--,Southpaw,--,0,0%,4,66%,0,0%,0%,0
Derrick Lewis,The Black Beast,27,12,0 (1 NC),"6' 3""",260 lbs.,"79""",Orthodox,7-Feb-85,2.43,50%,2.48,40%,0.53,26%,53%,0
Bevon Lewis,,7,3,0,"6' 3""",185 lbs.,"79""",Orthodox,5-May-91,3.73,43%,2.67,54%,0,0%,66%,0
Brandon Lewis,,6,2,0,"5' 4""",135 lbs.,"70""",Orthodox,2-Aug-97,2.17,29%,3.63,53%,1,15%,20%,0
Malik Lewis,Hard Knock,6,2,0,"6' 0""",155 lbs.,"75""",Orthodox,4-Mar-96,4.16,45%,5.66,40%,3.98,40%,50%,0
Chi Lewis-Parry,Chopper,7,0,1 (2 NC),"6' 9""",243 lbs.,--,,10-Aug-83,0,0%,0,0%,0,0%,0%,0
Li Jingliang,The Leech,19,8,0,"6' 0""",170 lbs.,"71""",Orthodox,20-Mar-88,4.46,42%,3.84,57%,1.25,41%,60%,0
Liang Na,The Dragon Girl,19,7,0,"5' 5""",125 lbs.,"67""",Orthodox,27-Jul-96,1.93,40%,4.48,27%,5.1,60%,0%,0.8
Jess Liaudin,The Joker,20,11,0,"5' 9""",170 lbs.,"72""",Orthodox,--,2.46,51%,2.76,41%,3.28,53%,30%,1.6
Chuck Liddell,The Iceman,21,8,0,"6' 2""",205 lbs.,"76""",Orthodox,17-Dec-69,2.97,35%,2.71,56%,0.44,75%,81%,0
Rodrigo Lidio,Dynamis,12,3,0,"5' 11""",155 lbs.,"73""",Orthodox,7-Jul-89,0.97,50%,0,100%,0,0%,50%,0
Sam Liera,,12,10,0,--,--,--,,--,0.82,60%,7.36,51%,0,0%,66%,0
Zach Light,,9,11,0,"5' 8""",170 lbs.,--,Orthodox,6-Feb-74,0.81,33%,1.9,48%,1.36,100%,0%,0
Scott Lighty,,6,2,0,"6' 2""",205 lbs.,--,,15-Oct-78,2.91,21%,4.24,49%,0,0%,0%,0
Chris Liguori,,15,10,0,"5' 9""",185 lbs.,--,Orthodox,--,0.29,33%,1.44,0%,0,0%,50%,0
Donnie Liles,,17,7,0,"5' 9""",170 lbs.,--,Orthodox,--,2.25,41%,1.75,65%,2.5,28%,0%,1.2
Jae Suk Lim,,17,6,0,"5' 9""",170 lbs.,--,Orthodox,9-Nov-79,2.43,50%,4.05,37%,12.16,100%,100%,0
Hyun Gyu Lim,The Ace,13,7,1,"6' 3""",170 lbs.,"77""",Orthodox,16-Jan-85,4.45,41%,5.07,51%,0.23,100%,73%,0.2
Juliana Lima,Ju Thai,9,5,0,"5' 5""",115 lbs.,"65""",Orthodox,15-Mar-82,1.94,44%,2.11,55%,1.72,31%,70%,0
Dhiego Lima,,17,9,0,"6' 2""",170 lbs.,"75""",Orthodox,31-Jan-89,3.12,39%,3.88,58%,1.26,34%,73%,0.6
Douglas Lima,The Phenom,29,6,0,"6' 1""",170 lbs.,--,,5-Jan-88,1.92,36%,2.84,60%,0.6,100%,46%,0
Mabelly Lima,,7,1,0,"5' 2""",135 lbs.,--,Orthodox,25-Jan-94,3.07,63%,5.67,44%,0,0%,100%,0
Andre Lima,Mascote,7,0,0,"5' 7""",125 lbs.,"67""",Orthodox,4-Feb-99,4.07,66%,1.67,67%,1,100%,100%,0
Miguel Linares,,2,4,0,--,--,--,,--,6.51,50%,8.84,36%,0,0%,0%,0
Emiliano Linares,Golden Bull,8,2,0,"5' 8""",145 lbs.,"72""",Orthodox,21-Apr-97,1.17,28%,3.59,26%,0,0%,33%,0
Matt Lindland,The Law,22,9,0,"6' 0""",185 lbs.,"74""",Southpaw,17-May-70,2.62,50%,1.56,52%,3.01,48%,60%,1.3
Jake Lindsey,The Librarian,12,7,0,"5' 11""",155 lbs.,--,Switch,21-Jun-86,3.44,52%,4.01,46%,0.65,33%,50%,0
John Lineker,Hands of Stone,31,9,0,"5' 3""",135 lbs.,"67""",Orthodox,12-Jun-90,5.36,40%,4.27,56%,0.56,58%,67%,0.6
Austin Lingo,Lights Out,9,3,0,"5' 10""",145 lbs.,"70""",Orthodox,10-Jul-94,3.86,37%,4.86,57%,0.43,66%,75%,0
Lucio Linhares,,19,8,0,"6' 2""",185 lbs.,--,Orthodox,8-Dec-73,0.99,22%,3.47,34%,1.86,50%,50%,1.9
Philipe Lins,Monstro,17,5,0,"6' 2""",205 lbs.,"78""",Orthodox,17-Aug-85,3.59,46%,3.73,44%,1.55,35%,100%,0
Ariane Lipski,Queen of Violence,17,8,0,"5' 6""",125 lbs.,"67""",Orthodox,26-Jan-94,4.27,40%,4.23,52%,0.64,55%,79%,0.4
Tainara Lisboa,Thai Panther,7,2,0,"5' 7""",135 lbs.,"67""",Orthodox,2-Mar-91,2.05,50%,1.4,54%,2.05,40%,70%,0.5
Dean Lister,The Boogeyman,13,7,0,"6' 1""",185 lbs.,"75""",Orthodox,13-Feb-76,1.26,35%,1.89,61%,1.58,15%,50%,1.1
Wesley Little,,4,8,0,"6' 4""",205 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
James Llontop,Goku,14,2,0,"6' 0""",155 lbs.,"73""",Orthodox,2-Aug-99,4.93,54%,1.93,74%,0,0%,71%,0
Abner Lloveras,Skullman,20,9,1,"5' 11""",155 lbs.,--,,4-Sep-82,6.27,49%,6.87,43%,2,20%,0%,0
Brian Lo-A-Njoe,,6,10,3,"5' 7""",155 lbs.,--,Orthodox,--,3.87,42%,0,0%,0,0%,66%,0
John Lober,The Machine,5,9,4,"5' 11""",199 lbs.,--,Orthodox,26-Feb-68,0,0%,0,0%,0,0%,0%,0
Artem Lobov,The Russian Hammer,13,15,1 (1 NC),"5' 9""",145 lbs.,"65""",Southpaw,11-Aug-86,3.52,41%,4.82,50%,0.39,25%,52%,0
Dylan Lockard,,6,2,0,"5' 9""",145 lbs.,"72""",Orthodox,19-May-92,1.31,53%,3.31,52%,2.31,40%,28%,1.2
Sean Loeffler,The Destroyer,31,5,0,"6' 3""",185 lbs.,--,Orthodox,23-May-82,0,0%,0,0%,0,0%,0%,0
Christian Lohsen,Hollywood,4,2,0,"6' 2""",155 lbs.,"77""",Southpaw,24-Jan-95,5.27,49%,6.93,44%,0,0%,0%,2
David Loiseau,The Crow,23,11,0,"6' 0""",185 lbs.,"76""",Orthodox,17-Dec-79,1.59,44%,3.64,43%,0.43,42%,36%,0.1
Hector Lombard,,34,10,1 (2 NC),"5' 9""",185 lbs.,"71""",Southpaw,2-Feb-78,3.02,46%,3.35,53%,1.69,48%,77%,0.5
Michael Lombardo,The Don,11,2,0 (1 NC),"6' 0""",170 lbs.,"72""",Orthodox,3-Apr-90,1.47,62%,2.63,31%,2.5,21%,60%,0
Rocky Long,,21,37,1,--,145 lbs.,--,,18-Feb-78,0,0%,0,0%,0,0%,0%,0
Thomas Longacre,,6,1,0,"5' 9""",145 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
Loma Lookboonmee,,8,3,0,"5' 1""",115 lbs.,"61""",Orthodox,18-Jan-96,4.14,58%,2.58,52%,2.04,50%,74%,0.2
Ange Loosa,The Last Ninja,10,3,0,"5' 10""",170 lbs.,"74""",Orthodox,18-Mar-93,6.32,46%,6.88,51%,2.25,45%,100%,0.2
Lucas Lopes,,29,19,0,"6' 2""",185 lbs.,--,,5-Oct-79,0,0%,0,0%,0,0%,0%,0
Dileno Lopes,,19,3,0,"5' 5""",135 lbs.,--,,26-Sep-84,2.37,36%,3.33,53%,2.5,31%,100%,1.5
Diego Lopes,,23,6,0,"5' 11""",145 lbs.,"72""",Orthodox,30-Dec-94,2.47,53%,4.91,37%,0,0%,42%,5.3
Bruno Lopes,Brunao,11,1,0,"6' 2""",205 lbs.,"75""",Orthodox,24-Apr-93,5.29,35%,8.46,53%,0,0%,0%,0
Ivan Lopez,,14,3,1,"5' 6""",135 lbs.,--,Southpaw,--,0.9,26%,2.24,65%,0,0%,30%,0
Steve Lopez,,13,6,1,"5' 11""",155 lbs.,--,Orthodox,30-Jul-84,1.39,24%,2.69,62%,0,0%,37%,0
Federico Lopez,Kiko,10,6,0,"5' 4""",139 lbs.,--,Orthodox,--,1.78,23%,5.35,30%,0,0%,0%,0
Jorge Lopez,,11,5,0,"5' 10""",170 lbs.,--,Orthodox,21-Nov-88,2.47,59%,2.57,50%,3.5,41%,81%,0
Christopher Lopez,,9,1,0 (1 NC),"5' 10""",170 lbs.,--,,30-Jan-86,0,0%,0,0%,0,0%,0%,0
Matthew Lopez,,10,4,0,"5' 7""",135 lbs.,"69""",Southpaw,21-Jan-87,3.13,50%,3.73,55%,3.32,60%,71%,1.3
Benito Lopez,Golden Boy,10,2,0,"5' 10""",135 lbs.,"73""",Switch,6-Apr-94,4.39,45%,5.18,56%,0,0%,73%,0.3
Gustavo Lopez,,12,6,1,"5' 5""",135 lbs.,"67""",Orthodox,27-Jun-89,2.48,40%,3.87,57%,1.74,41%,31%,0.7
Brendan Loughnane,,17,3,0,"5' 10""",145 lbs.,"70""",Switch,5-Dec-89,6.23,63%,6.7,53%,1.5,30%,92%,0
Nate Loughran,,11,2,0,"6' 2""",185 lbs.,--,Orthodox,28-Jul-80,1.81,40%,4.11,59%,0,0%,0%,2.1
Caolan Loughran,The Don,8,1,0,"5' 6""",135 lbs.,"68""",Orthodox,18-May-96,3.2,36%,5.6,48%,2,18%,0%,0
Rashard Lovelace,,4,1,0,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Ian Loveland,The Barn Owl,18,10,0,"5' 8""",145 lbs.,--,Orthodox,7-Sep-83,2.71,40%,2.36,64%,1,37%,69%,0.3
Jakob Lovstad,The Striking Viking,11,4,0,"6' 3""",205 lbs.,--,Orthodox,--,0,0%,9.43,35%,0,0%,0%,0
Waylon Lowe,,16,7,0 (2 NC),"5' 7""",145 lbs.,--,Southpaw,31-Oct-80,1.88,55%,2.4,53%,4.47,55%,83%,0.3
Brandon Lowe,,2,1,0,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Joe Lowry,,9,2,0,"5' 11""",155 lbs.,"73""",Orthodox,12-Dec-89,3.97,34%,4.25,63%,0,0%,0%,0
Lu Kai,The Last Gladiator,8,5,0 (1 NC),"5' 9""",145 lbs.,"69""",Orthodox,1-Mar-94,3.76,43%,5.51,55%,2.62,50%,100%,2.6
Lu Zhengyong,,12,7,0,--,125 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Robert Lucarelli,,0,1,0,"6' 2""",245 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Matt Lucas,Luke Duke,15,3,0,"6' 1""",205 lbs.,--,,--,1.27,48%,3.93,40%,1,10%,0%,0
Cleber Luciano,,14,6,0,"5' 6""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Stephanie Luciano,Rondinha,5,1,1,"5' 6""",115 lbs.,"65""",Orthodox,16-Dec-99,5.8,57%,2.33,61%,1,100%,83%,0
Iasmin Lucindo,,15,5,0,"5' 3""",115 lbs.,"66""",Orthodox,8-Jan-02,3.33,39%,3.23,67%,2.33,66%,66%,0.4
Duane Ludwig,Bang,21,14,0,"5' 10""",170 lbs.,"70""",Orthodox,4-Aug-78,4.62,44%,3.05,57%,0.43,25%,59%,0.1
Mike Lullo,,8,3,0,"5' 8""",145 lbs.,--,Orthodox,24-Jul-79,2.48,36%,4.84,40%,1.18,11%,0%,0.6
Dalcha Lungiambula,Champion,11,6,0,"5' 8""",185 lbs.,"76""",Orthodox,31-Jul-87,3.07,45%,3.93,52%,2.14,45%,77%,0
Alexandru Lungu,,14,4,0,"6' 0""",385 lbs.,--,Orthodox,3-Sep-74,3.61,66%,7.22,40%,0,0%,0%,0
Vicente Luque,The Silent Assassin,22,9,1,"5' 11""",170 lbs.,"75""",Orthodox,27-Nov-91,5.17,52%,5.15,52%,1.04,60%,62%,0.7
Thaddeus Luster,,0,1,0,"6' 3""",210 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Travis Lutter,The Serial Killer,10,6,0,"5' 11""",185 lbs.,"75""",Orthodox,12-May-73,0.41,32%,2.42,42%,1.95,24%,30%,0.7
Tucker Lutz,Top Gun,12,4,0,"5' 8""",145 lbs.,"72""",Orthodox,12-Jul-94,3.74,46%,3.25,44%,1.99,44%,69%,0.2
Lv Zhenhong,,16,6,0,"5' 8""",145 lbs.,"67""",Switch,25-Jun-93,0,0%,0,0%,0,0%,0%,0
Stevie Lynch,,5,2,0,"5' 10""",170 lbs.,--,Orthodox,--,2.47,25%,7.06,41%,0,0%,0%,0
Adam Lynn,,17,10,0 (1 NC),"5' 10""",155 lbs.,--,Orthodox,--,1.47,63%,6.95,10%,0,0%,50%,0
Chris Lytle,Lights Out,31,18,5,"5' 11""",170 lbs.,"68""",Orthodox,18-Aug-74,3.76,45%,3.03,58%,0.7,55%,55%,2.4
Dong Hyun Ma,Maestro,16,11,3,"5' 11""",155 lbs.,"70""",Orthodox,9-Sep-88,2.84,41%,4.1,54%,1.27,53%,33%,0
Pawan Maan,,7,3,1,"5' 7""",155 lbs.,"70""",Orthodox,6-Apr-86,0.89,44%,2.98,43%,0,0%,0%,0
William Macario,Patolino,9,3,0,"5' 11""",170 lbs.,"75""",Orthodox,1-Jul-91,4.92,54%,3.96,65%,1.85,45%,78%,0
Jason MacDonald,The Athlete,25,16,0,"6' 3""",185 lbs.,"80""",Orthodox,3-Jun-75,1.55,52%,2.7,46%,1.43,16%,35%,2
Rob MacDonald,Maximus,5,4,0,"6' 3""",205 lbs.,"78""",Orthodox,5-Sep-78,1.8,50%,2.04,46%,7.19,80%,80%,5.4
Rory MacDonald,Red King,19,4,0,"6' 0""",170 lbs.,"76""",Orthodox,22-Jul-89,3.75,42%,2.8,62%,1.77,47%,88%,0.4
Ryan MacDonald,Main Event,10,2,0,"5' 11""",135 lbs.,"71""",Switch,18-Mar-93,2.28,29%,6.49,45%,0,0%,0%,0
Clayton MacFarlane,,4,1,0,--,170 lbs.,--,,--,1.33,52%,1.82,55%,1.05,33%,37%,0
Ilima Macfarlane,,6,0,0,"5' 4""",125 lbs.,--,,--,4.13,43%,2.93,65%,0,0%,50%,1
Valesca Machado,Tina Black,8,3,0 (1 NC),"5' 4""",115 lbs.,"63""",Orthodox,6-May-96,2.4,32%,2.87,64%,0,0%,76%,0
Caio Machado,Bigfoot,8,2,1,"6' 4""",250 lbs.,"78""",Southpaw,20-Jul-94,6.57,64%,1.87,64%,0,0%,82%,0
Lyoto Machida,The Dragon,24,8,0,"6' 1""",185 lbs.,"74""",Southpaw,30-May-78,2.59,53%,1.57,61%,1.21,65%,75%,0.4
War Machine,,14,5,0,"5' 11""",170 lbs.,--,Orthodox,30-Nov-81,2.32,60%,3.17,43%,1.16,50%,40%,0
Anthony Macias,Mad Dog,26,18,0,"5' 9""",185 lbs.,--,Switch,--,0,0%,0,0%,0,0%,0%,0
Pauline Macias,PITA,4,1,0,"5' 4""",115 lbs.,"64""",Southpaw,27-Jun-88,0.8,29%,4.6,42%,2,18%,0%,0
Reza Madadi,Mad Dog,14,6,0,"5' 11""",155 lbs.,"73""",Orthodox,20-Jun-78,2.51,46%,3.31,66%,3.17,33%,89%,0.5
Don Madge,Magic Man,9,3,1,"6' 0""",155 lbs.,"72""",Southpaw,12-Nov-90,2.08,52%,0.74,67%,2.22,25%,80%,0.7
Ryan Madigan,,5,3,0,"6' 0""",170 lbs.,--,Orthodox,--,0,0%,3.35,47%,0,0%,0%,0
Victor Madrigal,Periquito,15,5,0,"5' 7""",135 lbs.,"71""",Orthodox,16-Aug-90,2.31,38%,9.56,50%,0,0%,0%,0
Jon Madsen,,8,2,0,"6' 0""",240 lbs.,"72""",Orthodox,12-Feb-80,2.46,41%,1.18,81%,1.32,71%,70%,0
Mark Madsen,The Olympian,12,2,0,"5' 8""",155 lbs.,"72""",Orthodox,23-Sep-84,3.56,49%,3.97,52%,2.86,66%,62%,0
Yoshiro Maeda,,35,16,5,"5' 7""",139 lbs.,"68""",Southpaw,31-Oct-81,2.36,33%,2.55,63%,2.93,51%,50%,0.7
Leonardo Mafra,Macarrao,13,4,0,"5' 10""",155 lbs.,"70""",Orthodox,25-Apr-89,4.55,48%,4.38,43%,2.12,83%,69%,0.4
Vinny Magalhaes,Pezao,14,9,0 (1 NC),"6' 3""",205 lbs.,"75""",Orthodox,2-Jul-84,2.14,24%,3.97,68%,1.55,44%,66%,0.8
Vinicius Magalhaes,Draculinho,2,1,0,--,145 lbs.,--,,30-Jul-71,0,0%,0,0%,0,0%,0%,0
Caio Magalhaes,Hellboy,10,3,0,"6' 1""",185 lbs.,"73""",Orthodox,14-Dec-87,2.27,40%,2.78,56%,1.05,15%,58%,1.6
Bernardo Magalhaes,Trekko,13,4,0,"5' 9""",155 lbs.,--,Orthodox,8-Apr-81,1.8,27%,3.37,68%,0,0%,0%,0.5
Eric Magana,,1,1,0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
Brandon Magana,,6,2,0,--,170 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
Angela Magana,Your Majesty,11,9,0,"5' 1""",115 lbs.,"65""",Orthodox,2-Aug-83,1.53,28%,4.92,42%,0.4,25%,28%,0.4
Neil Magny,The Haitian Sensation,29,12,0,"6' 3""",170 lbs.,"80""",Orthodox,3-Aug-87,3.47,46%,2.42,52%,2.17,40%,54%,0.3
Raimond Magomedaliev,,10,2,0,"6' 1""",170 lbs.,"75""",Orthodox,10-Jun-90,4.07,41%,4.75,41%,0,0%,0%,0
Ibragim Magomedov,,22,8,1,"6' 0""",250 lbs.,--,Orthodox,--,0.26,4%,3.86,42%,0,0%,0%,0
Rashid Magomedov,Highlander,20,2,0,"5' 9""",155 lbs.,"70""",Orthodox,29-Nov-84,4.4,49%,3.05,54%,0.67,57%,89%,0.2
Ruslan Magomedov,Leopard,14,1,0,"6' 3""",242 lbs.,"78""",Orthodox,26-Nov-86,4.02,47%,1.47,66%,0.33,100%,88%,0
Abus Magomedov,,25,6,1,"6' 2""",185 lbs.,"78""",Orthodox,2-Sep-90,3.73,42%,5.36,54%,0.61,50%,100%,0
Shara Magomedov,Bullet,12,0,0,"6' 2""",185 lbs.,"73""",Orthodox,16-May-94,7.53,73%,4.33,28%,0,0%,57%,0
Zabit Magomedsharipov,,18,1,0,"6' 1""",145 lbs.,"73""",Orthodox,1-Mar-91,4.89,48%,3,64%,5.22,56%,77%,0.8
John Maguire,The One,24,9,0,"5' 9""",155 lbs.,"69""",Southpaw,19-May-83,1.41,41%,2.44,65%,2.8,46%,77%,1.1
Lolohea Mahe,,10,4,1,--,--,--,,--,1.71,29%,6.92,40%,2.44,40%,0%,0
Michelle Maher,,1,2,0,--,145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Maheshate,,9,3,0,"6' 0""",155 lbs.,"71""",Orthodox,1-Dec-99,2.91,26%,4.86,49%,0,0%,45%,0
Bill Mahood,The Butcher,20,7,1 (1 NC),"6' 3""",200 lbs.,--,Orthodox,1-Feb-67,1.54,85%,3.59,17%,0,0%,0%,3.9
Klayton Mai,,8,3,0,"5' 9""",125 lbs.,--,,30-Nov-86,1.53,42%,1.02,63%,3.83,100%,0%,7.7
Demian Maia,,28,11,0,"6' 1""",170 lbs.,"72""",Southpaw,6-Nov-77,1.8,43%,2.07,63%,2.49,24%,61%,1
Jennifer Maia,,21,10,1,"5' 4""",125 lbs.,"64""",Orthodox,6-Oct-88,4.35,38%,4.52,55%,0.42,27%,58%,0.1
Nayara Maia,Capita,7,1,1,"5' 5""",125 lbs.,"66""",Orthodox,25-Jul-90,0.6,36%,3.33,43%,1,33%,0%,1
Roshan Mainam,The Indian Notorious,6,3,0,--,135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Levan Makashvili,The Hornet,15,2,1,"5' 8""",145 lbs.,"68""",Orthodox,7-Jan-89,2.87,54%,2.07,61%,3.67,42%,85%,0
John Makdessi,The Bull,18,9,0,"5' 8""",155 lbs.,"68""",Orthodox,3-May-85,5.52,49%,4.15,68%,0,0%,86%,0
Islam Makhachev,,25,1,0,"5' 10""",155 lbs.,"70""",Southpaw,27-Oct-91,2.46,60%,1.27,61%,3.17,60%,90%,1
Aliev Makhmud,,0,1,0,"5' 6""",195 lbs.,--,Southpaw,13-Feb-70,1.12,30%,2.24,36%,2.1,50%,0%,0
Zach Makovsky,Fun Size,20,8,0,"5' 4""",125 lbs.,"64""",Southpaw,19-Apr-83,1.94,43%,2.24,62%,3.71,30%,56%,0.3
Azat Maksum,Qazaq,17,0,0,"5' 7""",125 lbs.,"70""",Southpaw,2-Feb-95,3.07,24%,5.4,61%,2,18%,0%,0
Jeremy Malaterre,,4,2,0,"5' 11""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Fabio Maldonado,Caipira de Aco,23,11,0,"6' 1""",205 lbs.,"75""",Orthodox,17-Mar-80,5.29,58%,4.31,53%,0.44,57%,61%,0.6
Marvin Maldonado,The Bulldog,2,4,0 (1 NC),"5' 6""",135 lbs.,--,,--,0.87,56%,3.47,43%,0,0%,20%,0
Bea Malecki,,4,1,0,"5' 9""",135 lbs.,"74""",Orthodox,23-Aug-91,6.84,46%,6.96,62%,0,0%,78%,1.1
Nazareno Malegarie,El Tigre,28,4,0,"5' 8""",155 lbs.,--,,16-May-86,3.87,34%,3.27,69%,1,33%,0%,0
Carl Malenko,,6,4,0,"5' 11""",200 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
Jacob Malkoun,Mamba,7,3,0,"5' 9""",185 lbs.,"73""",Orthodox,26-Aug-95,3.89,56%,2.49,50%,7.2,44%,0%,0.5
Mike Malott,Proper,10,2,1,"6' 1""",170 lbs.,"73""",Orthodox,7-Nov-91,3.83,46%,3.33,52%,3.04,60%,16%,1
Dan Manasoiu,,0,0,0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
Troy Mandaloniz,Rude Boy,3,2,0,"5' 9""",170 lbs.,--,Orthodox,1-Feb-80,3.52,56%,4.71,63%,3.1,66%,57%,0
Nate Maness,Mayhem,15,3,0,"5' 10""",125 lbs.,"72""",Orthodox,27-Jun-91,2.33,48%,4.29,40%,0.87,75%,78%,0.3
Michael Mangan,,0,3,0,--,155 lbs.,--,,--,1.94,33%,4.52,46%,19.35,50%,100%,0
Gary Mangat,,15,3,0,"5' 7""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Melvin Manhoef,No Mercy,30,14,1 (2 NC),"5' 9""",185 lbs.,--,Orthodox,11-May-76,3.52,48%,2.64,51%,0.33,25%,78%,0
Melchor Manibusan,Barracuda,2,4,0,"5' 5""",154 lbs.,--,Southpaw,27-Dec-76,1.58,54%,5.79,15%,0,0%,0%,0
Jon Manley,,9,4,0,"6' 1""",170 lbs.,--,Orthodox,7-Jul-86,1.13,20%,4.33,45%,1,7%,20%,0
Steve Mann,,12,5,0,"6' 1""",170 lbs.,--,,--,3.18,70%,0.66,57%,1.64,100%,60%,0
Marnic Mann,The Sawed-Off Savage,6,2,0,"5' 0""",115 lbs.,"64""",Southpaw,5-Mar-93,1.1,42%,4.93,31%,1.83,30%,16%,0
Dylan Mantello,The Quiet Man,7,3,0,"6' 1""",155 lbs.,"73""",Orthodox,19-Nov-92,5.93,56%,9.42,53%,0,0%,0%,0
Chris Manuel,,9,7,2,"5' 9""",135 lbs.,--,Orthodox,21-Jul-87,2.53,40%,2.67,66%,1,20%,100%,0
Jimi Manuwa,Poster Boy,17,6,0,"6' 1""",205 lbs.,"79""",Orthodox,18-Feb-80,3.43,54%,3.97,49%,0.53,18%,70%,0.4
Cristiano Marcello,,13,6,0,"5' 9""",155 lbs.,"72""",Orthodox,3-Dec-77,2.56,33%,3.61,58%,0.44,11%,20%,0.9
Daniel Marcos,Soncora,15,0,0,"5' 7""",135 lbs.,"69""",Orthodox,7-Mar-93,4.88,46%,3.7,69%,0.4,50%,89%,0
Jose Maria,No Chance,37,7,0 (2 NC),"5' 5""",125 lbs.,--,Orthodox,4-Jan-82,3.2,53%,3.98,52%,2.32,27%,33%,2.3
Marcos Mariano,Dhalsim,6,6,0,"6' 1""",155 lbs.,"76""",Switch,12-Oct-86,0.25,27%,2.11,43%,0,0%,28%,0
Enrique Marin,Wasabi,10,4,0,"5' 10""",170 lbs.,--,,2-Sep-86,1.43,33%,3,50%,2.5,38%,60%,1
Chepe Mariscal,Machine Gun,15,6,1,"5' 7""",145 lbs.,"69""",Orthodox,27-Oct-92,4.67,53%,3.95,52%,3.22,38%,100%,0.6
Ronny Markes,,17,5,0,"6' 1""",185 lbs.,"75""",Orthodox,21-Apr-88,2.17,53%,2.43,45%,3.13,40%,100%,0.5
Rory Markham,,17,6,0,"6' 0""",170 lbs.,"71""",Orthodox,25-Mar-82,1.98,21%,10.27,45%,0,0%,0%,0
Randa Markos,Quiet Storm,11,12,1,"5' 4""",115 lbs.,"63""",Orthodox,10-Aug-85,2.97,43%,3.1,58%,1.12,28%,52%,0.2
Christina Marks,,8,9,0,"5' 7""",125 lbs.,"69""",Orthodox,8-Nov-85,5,58%,3,64%,7.5,100%,0%,0
Brendon Marotte,The Kid,8,2,0,"5' 9""",155 lbs.,"70""",Orthodox,12-Jan-96,3,100%,42,33%,0,0%,0%,0
