name,nickname,wins_x,losses_x,draws_x,height_x,weight_x,reach_x,stance_x,dOB_x,sig_strikes_landed_per_min_x,sig_striking_accuracy_%_x,sig_strike_absorbed_per_min_x,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_x,takedown_average(average_takedown_landed_per_fifteen_min)_x,takedown_accuracy_%_x,takedown_defense(%_of_opponent_takedown_not_landed)_x,sub_average(average_subs_attempted_per_15_mins)_x,wins_y,losses_y,draws_y,height_y,reach_y,age,nation,sig_str_accuracy,sig_str_totals,takedown_accuracy,takedown_totals,sig_str_per_minute,takedown_avg_per_fifteen,sig_str_defense,knockdown_avg,sig_str_absorbed_per_min,submission_avg_per_fifteen,takedown_defense,avg_fight_time,_merge,wins,losses,draws,height,weight_y,reach,stance_y,dOB_y,sig_strikes_landed_per_min_y,sig_striking_accuracy_%_y,sig_strike_absorbed_per_min_y,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_y,takedown_average(average_takedown_landed_per_fifteen_min)_y,takedown_accuracy_%_y,takedown_defense(%_of_opponent_takedown_not_landed)_y,sub_average(average_subs_attempted_per_15_mins)_y
Luke Stewart,!,6.0,3.0,0,"5' 11""",170 lbs.,--,Orthodox,--,3.75,56%,2.34,53%,3.75,33%,50%,1.9,,,,,,,,,,,,,,,,,,,,left_only,6,3,0,"5' 11""",170 lbs.,--,Orthodox,--,3.75,56%,2.34,53%,3.75,33%,50%,1.9
Lumumba Sayers,!,6.0,5.0,0,"6' 0""",185 lbs.,--,,30-Jun-78,2.54,41%,2.37,48%,7.63,75%,0%,2.5,,,,,,,,,,,,,,,,,,,,left_only,6,5,0,"6' 0""",185 lbs.,--,,30-Jun-78,2.54,41%,2.37,48%,7.63,75%,0%,2.5
Lv Zhenhong,!,16.0,6.0,0,"5' 8""",145 lbs.,"67""",Switch,25-Jun-93,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,16,6,0,"5' 8""",145 lbs.,"67""",Switch,25-Jun-93,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Lyle Beerbohm,Fancy Pants,24.0,3.0,0,"5' 10""",155 lbs.,--,Southpaw,5-Feb-79,1.98,55%,1.61,54%,2.1,23%,64%,0.3,,,,,,,,,,,,,,,,,,,,left_only,24,3,0,"5' 10""",155 lbs.,--,Southpaw,5-Feb-79,1.98,55%,1.61,54%,2.1,23%,64%,0.3
Maciej Jewtuszko,Irokez,12.0,3.0,0,"6' 0""",155 lbs.,--,Southpaw,31-Jan-81,2.29,45%,1.39,66%,0.0,0%,42%,0.9,,,,,,,,,,,,,,,,,,,,left_only,12,3,0,"6' 0""",155 lbs.,--,Southpaw,31-Jan-81,2.29,45%,1.39,66%,0.0,0%,42%,0.9
Mack Brewer,!,0.0,1.0,0,--,205 lbs.,--,,--,0.0,0%,6.67,36%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,--,205 lbs.,--,,--,0.0,0%,6.67,36%,0.0,0%,0%,0.0
Magno Almeida,!,10.0,3.0,0 (1 NC),"6' 0""",155 lbs.,--,,6-Jun-85,1.67,36%,2.6,41%,0.0,0%,40%,5.0,,,,,,,,,,,,,,,,,,,,left_only,10,3,0 (1 NC),"6' 0""",155 lbs.,--,,6-Jun-85,1.67,36%,2.6,41%,0.0,0%,40%,5.0
Magomed Mustafaev,The Sniper,14.0,4.0,0,"5' 8""",155 lbs.,"71""",Orthodox,2-Aug-88,2.59,58%,2.68,41%,3.31,50%,23%,0.4,,,,,,,,,,,,,,,,,,,,left_only,14,4,0,"5' 8""",155 lbs.,"71""",Orthodox,2-Aug-88,2.59,58%,2.68,41%,3.31,50%,23%,0.4
Magomed Sultanakhmedov,!,18.0,6.0,0,"6' 2""",185 lbs.,--,Southpaw,--,0.0,0%,2.4,42%,9.0,100%,0%,9.0,,,,,,,,,,,,,,,,,,,,left_only,18,6,0,"6' 2""",185 lbs.,--,Southpaw,--,0.0,0%,2.4,42%,9.0,100%,0%,9.0
Maiara Amanajas dos Santos,!,7.0,3.0,0,"5' 5""",115 lbs.,--,Southpaw,11-Jul-87,5.53,35%,24.47,33%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,3,0,"5' 5""",115 lbs.,--,Southpaw,11-Jul-87,5.53,35%,24.47,33%,0.0,0%,100%,0.0
Maiju Kujala,!,6.0,3.0,0,--,135 lbs.,--,,--,2.5,40%,5.5,36%,0.0,0%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,3,0,--,135 lbs.,--,,--,2.5,40%,5.5,36%,0.0,0%,50%,0.0
Maka Watson,!,4.0,2.0,0,--,155 lbs.,--,,22-Sep-84,0.93,37%,1.6,22%,2.0,100%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,2,0,--,155 lbs.,--,,22-Sep-84,0.93,37%,1.6,22%,2.0,100%,33%,0.0
Makhmud Muradov,!,26.0,8.0,0,"6' 2""",185 lbs.,"75""",Orthodox,8-Feb-90,4.21,43%,2.56,61%,3.04,66%,77%,0.2,,,,,,,,,,,,,,,,,,,,left_only,26,8,0,"6' 2""",185 lbs.,"75""",Orthodox,8-Feb-90,4.21,43%,2.56,61%,3.04,66%,77%,0.2
Makoto Takimoto,!,6.0,5.0,0,"5' 7""",205 lbs.,--,Southpaw,8-Dec-79,1.37,39%,1.71,55%,1.48,50%,25%,1.1,,,,,,,,,,,,,,,,,,,,left_only,6,5,0,"5' 7""",205 lbs.,--,Southpaw,8-Dec-79,1.37,39%,1.71,55%,1.48,50%,25%,1.1
Mal Foki,Twin Tiger,5.0,5.0,0,"5' 7""",220 lbs.,--,Orthodox,--,2.86,14%,14.29,54%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,5,0,"5' 7""",220 lbs.,--,Orthodox,--,2.86,14%,14.29,54%,0.0,0%,0%,0.0
Mandy Bohm,Monster,8.0,2.0,0 (1 NC),"5' 7""",125 lbs.,"71""",Orthodox,30-Jul-89,2.51,45%,3.24,60%,0.72,18%,75%,0.7,,,,,,,,,,,,,,,,,,,,left_only,8,2,0 (1 NC),"5' 7""",125 lbs.,"71""",Orthodox,30-Jul-89,2.51,45%,3.24,60%,0.72,18%,75%,0.7
Manny Tapia,The Mangler,12.0,14.0,1,"5' 5""",135 lbs.,"67""",Orthodox,14-Mar-81,2.69,21%,4.74,58%,0.49,40%,66%,0.2,,,,,,,,,,,,,,,,,,,,left_only,12,14,1,"5' 5""",135 lbs.,"67""",Orthodox,14-Mar-81,2.69,21%,4.74,58%,0.49,40%,66%,0.2
Manvel Gamburyan,The Anvil,15.0,10.0,0 (1 NC),"5' 5""",135 lbs.,"67""",Orthodox,8-May-81,2.13,41%,2.83,55%,3.26,34%,69%,0.7,,,,,,,,,,,,,,,,,,,,left_only,15,10,0 (1 NC),"5' 5""",135 lbs.,"67""",Orthodox,8-May-81,2.13,41%,2.83,55%,3.26,34%,69%,0.7
Marc Cofer,!,7.0,5.0,0,--,185 lbs.,--,,3-Mar-72,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,5,0,--,185 lbs.,--,,3-Mar-72,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Marc Stevens,!,21.0,10.0,0,"5' 9""",155 lbs.,--,,--,0.45,26%,1.79,46%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,21,10,0,"5' 9""",155 lbs.,--,,--,0.45,26%,1.79,46%,0.0,0%,0%,0.0
Marcelo Aguiar,!,2.0,3.0,1,"5' 10""",170 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,3,1,"5' 10""",170 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Marcelo Brito,Jungle Boy,13.0,8.0,0,"6' 1""",170 lbs.,--,Orthodox,27-Nov-77,0.6,20%,3.53,55%,0.0,0%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,8,0,"6' 1""",170 lbs.,--,Orthodox,27-Nov-77,0.6,20%,3.53,55%,0.0,0%,50%,0.0
Marcelo Mello,!,1.0,0.0,0,"5' 7""",170 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,0,0,"5' 7""",170 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Marcio Alexandre Junior,Lyoto,17.0,4.0,0,"6' 0""",185 lbs.,"75""",Southpaw,5-May-89,1.61,45%,2.89,42%,0.35,20%,66%,0.7,,,,,,,,,,,,,,,,,,,,left_only,17,4,0,"6' 0""",185 lbs.,"75""",Southpaw,5-May-89,1.61,45%,2.89,42%,0.35,20%,66%,0.7
Marcio Navarro,The Locomotive,14.0,14.0,0,"6' 0""",155 lbs.,--,,17-Sep-78,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,14,0,"6' 0""",155 lbs.,--,,17-Sep-78,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Marcos Bonilla,Murder Marx,4.0,4.0,0,"5' 10""",145 lbs.,--,,--,0.47,12%,0.47,94%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,4,0,"5' 10""",145 lbs.,--,,--,0.47,12%,0.47,94%,0.0,0%,0%,0.0
Marcos Conrado Jr,!,5.0,1.0,0,"6' 2""",220 lbs.,--,Orthodox,14-Mar-82,1.6,34%,9.69,35%,1.84,14%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,1,0,"6' 2""",220 lbs.,--,Orthodox,14-Mar-82,1.6,34%,9.69,35%,1.84,14%,0%,0.0
Marcos Galvao,Loro,18.0,8.0,1,"5' 7""",135 lbs.,--,Orthodox,23-Jun-81,1.97,32%,3.86,61%,2.27,28%,88%,1.1,,,,,,,,,,,,,,,,,,,,left_only,18,8,1,"5' 7""",135 lbs.,--,Orthodox,23-Jun-81,1.97,32%,3.86,61%,2.27,28%,88%,1.1
Marcos Mariano,Dhalsim,6.0,6.0,0,"6' 1""",155 lbs.,"76""",Switch,12-Oct-86,0.25,27%,2.11,43%,0.0,0%,28%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,6,0,"6' 1""",155 lbs.,"76""",Switch,12-Oct-86,0.25,27%,2.11,43%,0.0,0%,28%,0.0
Marcos da Matta,Parrumpinha,11.0,3.0,0,"5' 4""",145 lbs.,--,,18-Mar-73,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,3,0,"5' 4""",145 lbs.,--,,18-Mar-73,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Marcus Hicks,The Wrecking Ball,10.0,4.0,0 (1 NC),"5' 6""",155 lbs.,"64""",Southpaw,25-Nov-75,1.42,43%,3.06,61%,2.7,53%,25%,4.0,,,,,,,,,,,,,,,,,,,,left_only,10,4,0 (1 NC),"5' 6""",155 lbs.,"64""",Southpaw,25-Nov-75,1.42,43%,3.06,61%,2.7,53%,25%,4.0
Marcus Kowal,!,3.0,1.0,1,--,135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,1,1,--,135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Marcus Silveira,Conan,6.0,4.0,0 (1 NC),"6' 3""",242 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,4,0 (1 NC),"6' 3""",242 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Maria Rios,!,2.0,3.0,0,"5' 5""",125 lbs.,--,,31-May-83,2.93,34%,4.13,56%,2.0,50%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,3,0,"5' 5""",125 lbs.,--,,31-May-83,2.93,34%,4.13,56%,2.0,50%,100%,0.0
Mario Miranda,!,14.0,7.0,0,"6' 3""",185 lbs.,"74""",Orthodox,12-Jul-79,1.96,54%,2.46,36%,1.02,60%,54%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,7,0,"6' 3""",185 lbs.,"74""",Orthodox,12-Jul-79,1.96,54%,2.46,36%,1.02,60%,54%,0.0
Mario Neto,Sukata,13.0,5.0,0,"6' 0""",229 lbs.,--,Orthodox,--,1.89,50%,1.89,70%,2.84,100%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,5,0,"6' 0""",229 lbs.,--,Orthodox,--,1.89,50%,1.89,70%,2.84,100%,0%,0.0
Mario Piazzon,!,8.0,0.0,0,"5' 9""",265 lbs.,"73""",Orthodox,6-Apr-98,1.35,73%,1.16,40%,18.87,50%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,0,0,"5' 9""",265 lbs.,"73""",Orthodox,6-Apr-98,1.35,73%,1.16,40%,18.87,50%,50%,0.0
Mario Rivera,!,6.0,8.0,0,"5' 10""",170 lbs.,--,,--,0.0,0%,8.41,20%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,8,0,"5' 10""",170 lbs.,--,,--,0.0,0%,8.41,20%,0.0,0%,0%,0.0
Mario Soto,Dr Mario,7.0,2.0,0,"6' 0""",145 lbs.,--,,--,1.43,23%,5.23,42%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,2,0,"6' 0""",145 lbs.,--,,--,1.43,23%,5.23,42%,0.0,0%,0%,0.0
Mario Sperry,Zen Machine,13.0,4.0,0,"6' 2""",205 lbs.,--,Orthodox,28-Sep-66,2.81,52%,1.53,47%,2.09,42%,71%,1.4,,,,,,,,,,,,,,,,,,,,left_only,13,4,0,"6' 2""",205 lbs.,--,Orthodox,28-Sep-66,2.81,52%,1.53,47%,2.09,42%,71%,1.4
Marius Enache,!,3.0,3.0,0,"5' 11""",155 lbs.,--,,16-Oct-75,1.71,34%,0.66,84%,3.94,100%,0%,3.9,,,,,,,,,,,,,,,,,,,,left_only,3,3,0,"5' 11""",155 lbs.,--,,16-Oct-75,1.71,34%,0.66,84%,3.94,100%,0%,3.9
Marius Zaromskis,The Whitemare,20.0,9.0,0 (1 NC),"5' 9""",170 lbs.,--,Orthodox,30-Jul-80,5.02,34%,5.93,50%,0.73,42%,73%,0.0,,,,,,,,,,,,,,,,,,,,left_only,20,9,0 (1 NC),"5' 9""",170 lbs.,--,Orthodox,30-Jul-80,5.02,34%,5.93,50%,0.73,42%,73%,0.0
Mark Dickman,Tricky,11.0,3.0,0,"5' 9""",145 lbs.,--,,19-Jul-84,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,3,0,"5' 9""",145 lbs.,--,,19-Jul-84,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Mark Munoz,The Filipino Wrecking Machine,14.0,6.0,0,"6' 0""",185 lbs.,"71""",Orthodox,9-Feb-78,3.12,51%,2.26,57%,3.17,29%,57%,0.6,,,,,,,,,,,,,,,,,,,,left_only,14,6,0,"6' 0""",185 lbs.,"71""",Orthodox,9-Feb-78,3.12,51%,2.26,57%,3.17,29%,57%,0.6
Mark Robinson,White Rhino,1.0,0.0,0 (1 NC),"6' 0""",265 lbs.,--,Orthodox,--,0.0,0%,5.8,13%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,0,0 (1 NC),"6' 0""",265 lbs.,--,Orthodox,--,0.0,0%,5.8,13%,0.0,0%,0%,0.0
Mark Vorgeas,!,5.0,3.0,1,"5' 10""",135 lbs.,--,,--,3.87,32%,4.19,51%,0.0,0%,50%,0.8,,,,,,,,,,,,,,,,,,,,left_only,5,3,1,"5' 10""",135 lbs.,--,,--,3.87,32%,4.19,51%,0.0,0%,50%,0.8
Marko Damiani,!,0.0,2.0,0,"6' 0""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,2,0,"6' 0""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Marloes Coenen,!,23.0,8.0,0,"5' 9""",145 lbs.,"67""",,31-Mar-81,2.15,51%,1.9,67%,0.82,30%,41%,2.5,,,,,,,,,,,,,,,,,,,,left_only,23,8,0,"5' 9""",145 lbs.,"67""",,31-Mar-81,2.15,51%,1.9,67%,0.82,30%,41%,2.5
Marlon Moraes,Magic,23.0,10.0,1,"5' 6""",135 lbs.,"67""",Orthodox,26-Apr-88,3.37,40%,4.53,54%,0.87,41%,46%,0.3,,,,,,,,,,,,,,,,,,,,left_only,23,10,1,"5' 6""",135 lbs.,"67""",Orthodox,26-Apr-88,3.37,40%,4.53,54%,0.87,41%,46%,0.3
Marlon Sims,!,3.0,4.0,0,--,170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,4,0,--,170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Marques Daniels,!,5.0,5.0,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,5,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Marvin Maldonado,The Bulldog,2.0,4.0,0 (1 NC),"5' 6""",135 lbs.,--,,--,0.87,56%,3.47,43%,0.0,0%,20%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,4,0 (1 NC),"5' 6""",135 lbs.,--,,--,0.87,56%,3.47,43%,0.0,0%,20%,0.0
Maryna Moroz,Iron Lady,11.0,5.0,0,"5' 7""",125 lbs.,"67""",Orthodox,8-Sep-91,4.15,31%,4.42,53%,0.67,22%,45%,0.7,,,,,,,,,,,,,,,,,,,,left_only,11,5,0,"5' 7""",125 lbs.,"67""",Orthodox,8-Sep-91,4.15,31%,4.42,53%,0.67,22%,45%,0.7
Masaaki Satake,!,1.0,8.0,1,"6' 1""",220 lbs.,--,Orthodox,17-Aug-65,1.4,35%,3.76,41%,0.0,0%,58%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,8,1,"6' 1""",220 lbs.,--,Orthodox,17-Aug-65,1.4,35%,3.76,41%,0.0,0%,58%,0.0
Masakatsu Funaki,!,39.0,13.0,2,"6' 0""",185 lbs.,--,Southpaw,13-Mar-69,1.82,68%,2.92,35%,0.0,0%,0%,5.5,,,,,,,,,,,,,,,,,,,,left_only,39,13,2,"6' 0""",185 lbs.,--,Southpaw,13-Mar-69,1.82,68%,2.92,35%,0.0,0%,0%,5.5
Masakatsu Okuda,!,8.0,5.0,0,--,--,--,,--,0.0,0%,4.27,34%,0.0,0%,0%,4.3,,,,,,,,,,,,,,,,,,,,left_only,8,5,0,--,--,--,,--,0.0,0%,4.27,34%,0.0,0%,0%,4.3
Masakazu Imanari,!,36.0,16.0,2,"5' 4""",139 lbs.,--,Southpaw,10-Feb-76,0.55,30%,1.74,57%,0.0,0%,0%,2.1,,,,,,,,,,,,,,,,,,,,left_only,36,16,2,"5' 4""",139 lbs.,--,Southpaw,10-Feb-76,0.55,30%,1.74,57%,0.0,0%,0%,2.1
Masanori Suda,!,22.0,11.0,3,"5' 9""",183 lbs.,--,Orthodox,--,1.8,50%,1.2,63%,0.0,0%,60%,0.0,,,,,,,,,,,,,,,,,,,,left_only,22,11,3,"5' 9""",183 lbs.,--,Orthodox,--,1.8,50%,1.2,63%,0.0,0%,60%,0.0
Masanori Tonooka,!,1.0,2.0,0,"5' 8""",185 lbs.,--,Orthodox,--,0.16,5%,1.09,36%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,2,0,"5' 8""",185 lbs.,--,Orthodox,--,0.16,5%,1.09,36%,0.0,0%,0%,0.0
Mason Fowler,!,2.0,0.0,0,"5' 11""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,0,0,"5' 11""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Mateus Mendonca,Bocao,10.0,2.0,0,"5' 6""",125 lbs.,"71""",Orthodox,17-Jan-99,2.0,38%,6.25,26%,1.47,14%,40%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,2,0,"5' 6""",125 lbs.,"71""",Orthodox,17-Jan-99,2.0,38%,6.25,26%,1.47,14%,40%,0.0
Matheus Nicolau,!,19.0,4.0,1,"5' 6""",125 lbs.,"66""",Orthodox,6-Jan-93,3.66,53%,3.14,66%,1.48,45%,93%,0.9,,,,,,,,,,,,,,,,,,,,left_only,19,4,1,"5' 6""",125 lbs.,"66""",Orthodox,6-Jan-93,3.66,53%,3.14,66%,1.48,45%,93%,0.9
Mats Nilsson,!,11.0,4.0,1,"6' 1""",170 lbs.,--,Orthodox,5-Dec-83,2.99,39%,5.62,63%,3.87,83%,44%,2.3,,,,,,,,,,,,,,,,,,,,left_only,11,4,1,"6' 1""",170 lbs.,--,Orthodox,5-Dec-83,2.99,39%,5.62,63%,3.87,83%,44%,2.3
Matt Foki,Twin Tiger,5.0,4.0,0 (1 NC),"5' 7""",220 lbs.,--,Orthodox,--,0.0,0%,3.37,56%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,4,0 (1 NC),"5' 7""",220 lbs.,--,Orthodox,--,0.0,0%,3.37,56%,0.0,0%,0%,0.0
Matt Helm,!,1.0,1.0,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,1,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Matt Horning,Horndog,20.0,25.0,0 (1 NC),"5' 4""",125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,20,25,0 (1 NC),"5' 4""",125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Matt Kovacs,,12.0,16.0,0,"6' 0""",244 lbs.,--,Orthodox,--,1.47,22%,4.87,44%,1.0,25%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,16,0,"6' 0""",244 lbs.,--,Orthodox,--,1.47,22%,4.87,44%,1.0,25%,0%,0.0
Matt Lee,!,14.0,10.0,1,"5' 11""",155 lbs.,--,Orthodox,--,0.0,0%,9.68,21%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,10,1,"5' 11""",155 lbs.,--,Orthodox,--,0.0,0%,9.68,21%,0.0,0%,0%,0.0
Matt Mitrione,!,12.0,5.0,0,"6' 3""",265 lbs.,"82""",Switch,15-Jul-78,3.55,50%,2.79,64%,0.0,0%,55%,0.7,,,,,,,,,,,,,,,,,,,,left_only,12,5,0,"6' 3""",265 lbs.,"82""",Switch,15-Jul-78,3.55,50%,2.79,64%,0.0,0%,55%,0.7
Matt Pedro,!,3.0,1.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,1,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Matt Ramirez,The Machine,2.0,3.0,0,"5' 5""",125 lbs.,--,,--,3.03,50%,0.67,75%,2.53,16%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,3,0,"5' 5""",125 lbs.,--,,--,3.03,50%,0.67,75%,2.53,16%,100%,0.0
Matt Ricehouse,!,6.0,1.0,0,--,155 lbs.,--,,11-Mar-87,3.7,44%,4.8,47%,1.0,22%,81%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,1,0,--,155 lbs.,--,,11-Mar-87,3.7,44%,4.8,47%,1.0,22%,81%,0.0
Matt Secor,!,8.0,4.0,0,"6' 0""",170 lbs.,--,,26-Sep-86,0.51,20%,0.81,50%,3.03,100%,0%,3.0,,,,,,,,,,,,,,,,,,,,left_only,8,4,0,"6' 0""",170 lbs.,--,,26-Sep-86,0.51,20%,0.81,50%,3.03,100%,0%,3.0
Matt Skelton,!,0.0,1.0,0,"6' 3""",265 lbs.,--,Orthodox,23-Jan-67,0.0,0%,0.54,0%,0.0,0%,66%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"6' 3""",265 lbs.,--,Orthodox,23-Jan-67,0.0,0%,0.54,0%,0.0,0%,66%,0.0
Maurice Eazel,!,7.0,15.0,0,"5' 7""",135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,15,0,"5' 7""",135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Maurice Mitchell,The AK Kid,11.0,2.0,0,"5' 9""",145 lbs.,--,Orthodox,29-Jun-87,3.8,55%,3.54,60%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,2,0,"5' 9""",145 lbs.,--,Orthodox,29-Jun-87,3.8,55%,3.54,60%,0.0,0%,100%,0.0
Mauricio Alonso,!,13.0,7.0,0 (1 NC),"6' 2""",170 lbs.,--,,27-Feb-80,5.74,34%,1.91,67%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,7,0 (1 NC),"6' 2""",170 lbs.,--,,27-Feb-80,5.74,34%,1.91,67%,0.0,0%,0%,0.0
Max Martyniouk,Payne,1.0,1.0,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,1,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Max Mustaki,!,6.0,3.0,0,"6' 0""",155 lbs.,--,Orthodox,7-Nov-87,8.2,50%,13.0,45%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,3,0,"6' 0""",155 lbs.,--,Orthodox,7-Nov-87,8.2,50%,13.0,45%,0.0,0%,0%,0.0
Maxim Grishin,Maximus,32.0,10.0,2,"6' 3""",205 lbs.,"78""",Orthodox,2-May-84,3.26,52%,2.27,58%,0.21,16%,66%,0.0,,,,,,,,,,,,,,,,,,,,left_only,32,10,2,"6' 3""",205 lbs.,"78""",Orthodox,2-May-84,3.26,52%,2.27,58%,0.21,16%,66%,0.0
Megumi Fujii,Mega Megu,26.0,3.0,0,"5' 3""",113 lbs.,--,,26-Apr-74,2.4,42%,0.0,100%,0.0,0%,0%,12.0,,,,,,,,,,,,,,,,,,,,left_only,26,3,0,"5' 3""",113 lbs.,--,,26-Apr-74,2.4,42%,0.0,100%,0.0,0%,0%,12.0
Melchor Manibusan,Barracuda,2.0,4.0,0,"5' 5""",154 lbs.,--,Southpaw,27-Dec-76,1.58,54%,5.79,15%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,4,0,"5' 5""",154 lbs.,--,Southpaw,27-Dec-76,1.58,54%,5.79,15%,0.0,0%,0%,0.0
Melvin Manhoef,No Mercy,30.0,14.0,1 (2 NC),"5' 9""",185 lbs.,--,Orthodox,11-May-76,3.52,48%,2.64,51%,0.33,25%,78%,0.0,,,,,,,,,,,,,,,,,,,,left_only,30,14,1 (2 NC),"5' 9""",185 lbs.,--,Orthodox,11-May-76,3.52,48%,2.64,51%,0.33,25%,78%,0.0
Merritt Warren,!,3.0,3.0,0,"5' 10""",155 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,3,0,"5' 10""",155 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
