name,nickname,wins_x,losses_x,draws_x,height_x,weight_x,reach_x,stance_x,dOB_x,sig_strikes_landed_per_min_x,sig_striking_accuracy_%_x,sig_strike_absorbed_per_min_x,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_x,takedown_average(average_takedown_landed_per_fifteen_min)_x,takedown_accuracy_%_x,takedown_defense(%_of_opponent_takedown_not_landed)_x,sub_average(average_subs_attempted_per_15_mins)_x,wins_y,losses_y,draws_y,height_y,reach_y,age,nation,sig_str_accuracy,sig_str_totals,takedown_accuracy,takedown_totals,sig_str_per_minute,takedown_avg_per_fifteen,sig_str_defense,knockdown_avg,sig_str_absorbed_per_min,submission_avg_per_fifteen,takedown_defense,avg_fight_time,_merge,wins,losses,draws,height,weight_y,reach,stance_y,dOB_y,sig_strikes_landed_per_min_y,sig_striking_accuracy_%_y,sig_strike_absorbed_per_min_y,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_y,takedown_average(average_takedown_landed_per_fifteen_min)_y,takedown_accuracy_%_y,takedown_defense(%_of_opponent_takedown_not_landed)_y,sub_average(average_subs_attempted_per_15_mins)_y
Kenyon Jackson,!,4.0,3.0,0,"6' 0""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,3,0,"6' 0""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kestutis Smirnovas,!,24.0,8.0,2,"5' 10""",200 lbs.,--,Orthodox,--,4.95,52%,5.05,54%,1.55,50%,100%,1.6,,,,,,,,,,,,,,,,,,,,left_only,24,8,2,"5' 10""",200 lbs.,--,Orthodox,--,4.95,52%,5.05,54%,1.55,50%,100%,1.6
Kevin Engel,The Hitman,5.0,1.0,0,"6' 2""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,1,0,"6' 2""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kevin Ferguson,Kimbo Slice,5.0,2.0,0 (1 NC),"6' 2""",235 lbs.,"77""",Orthodox,8-Feb-74,2.3,50%,3.41,38%,3.1,72%,36%,1.2,,,,,,,,,,,,,,,,,,,,left_only,5,2,0 (1 NC),"6' 2""",235 lbs.,"77""",Orthodox,8-Feb-74,2.3,50%,3.41,38%,3.1,72%,36%,1.2
Kevin Haley,The North Woods Nightmare,6.0,4.0,0,"6' 2""",205 lbs.,--,,--,0.87,59%,0.87,64%,3.0,100%,0%,2.0,,,,,,,,,,,,,,,,,,,,left_only,6,4,0,"6' 2""",205 lbs.,--,,--,0.87,59%,0.87,64%,3.0,100%,0%,2.0
Kevin Knabjian,!,12.0,7.0,1,"5' 10""",170 lbs.,--,Orthodox,5-Jul-84,0.0,0%,15.56,22%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,7,1,"5' 10""",170 lbs.,--,Orthodox,5-Jul-84,0.0,0%,15.56,22%,0.0,0%,100%,0.0
Kevin Natividad,Quicksand,9.0,4.0,0,"5' 6""",135 lbs.,"70""",Orthodox,2-Apr-93,2.68,34%,4.29,47%,3.66,50%,83%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,4,0,"5' 6""",135 lbs.,"70""",Orthodox,2-Apr-93,2.68,34%,4.29,47%,3.66,50%,83%,0.0
Kevin Roddy,KRod,15.0,16.0,1 (1 NC),"5' 11""",145 lbs.,--,,--,2.64,30%,2.38,60%,0.0,0%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,15,16,1 (1 NC),"5' 11""",145 lbs.,--,,--,2.64,30%,2.38,60%,0.0,0%,50%,0.0
Khadzhi Bestaev,Best,10.0,4.0,0,"6' 6""",185 lbs.,"76""",,16-Jul-88,6.15,29%,10.0,43%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,4,0,"6' 6""",185 lbs.,"76""",,16-Jul-88,6.15,29%,10.0,43%,0.0,0%,0%,0.0
Khalid Murtazaliev,!,14.0,2.0,0,"6' 0""",185 lbs.,"76""",Orthodox,15-Jul-93,4.8,69%,0.4,78%,7.5,100%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,2,0,"6' 0""",185 lbs.,"76""",Orthodox,15-Jul-93,4.8,69%,0.4,78%,7.5,100%,33%,0.0
Khomkrit Niimi,The Bumblebee,6.0,10.0,0,"5' 2""",125 lbs.,--,,--,0.0,0%,5.73,44%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,10,0,"5' 2""",125 lbs.,--,,--,0.0,0%,5.73,44%,0.0,0%,0%,0.0
Kier Gooch,!,2.0,7.0,0,--,155 lbs.,--,,21-Apr-86,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,7,0,--,155 lbs.,--,,21-Apr-86,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kim Couture,Sugar Free,3.0,8.0,0,"5' 8""",135 lbs.,--,Orthodox,18-Dec-75,12.12,80%,2.31,69%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,8,0,"5' 8""",135 lbs.,--,Orthodox,18-Dec-75,12.12,80%,2.31,69%,0.0,0%,0%,0.0
Kim In Seok,!,3.0,6.0,0,"5' 6""",145 lbs.,--,Orthodox,--,0.87,37%,5.19,60%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,6,0,"5' 6""",145 lbs.,--,Orthodox,--,0.87,37%,5.19,60%,0.0,0%,0%,0.0
Kin Moy,Kong,8.0,3.0,0,"5' 5""",135 lbs.,--,,--,2.3,33%,1.93,62%,1.67,42%,50%,1.7,,,,,,,,,,,,,,,,,,,,left_only,8,3,0,"5' 5""",135 lbs.,--,,--,2.3,33%,1.93,62%,1.67,42%,50%,1.7
Kiril Sidelnikov,!,11.0,4.0,0,"5' 11""",230 lbs.,--,,17-Aug-88,2.87,28%,4.48,61%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,4,0,"5' 11""",230 lbs.,--,,17-Aug-88,2.87,28%,4.48,61%,0.0,0%,0%,0.0
Kiyoshi Tamura,!,32.0,13.0,3,"5' 11""",185 lbs.,--,Southpaw,17-Dec-69,2.44,53%,1.44,60%,0.58,60%,45%,0.2,,,,,,,,,,,,,,,,,,,,left_only,32,13,3,"5' 11""",185 lbs.,--,Southpaw,17-Dec-69,2.44,53%,1.44,60%,0.58,60%,45%,0.2
Klayton Mai,!,8.0,3.0,0,"5' 9""",125 lbs.,--,,30-Nov-86,1.53,42%,1.02,63%,3.83,100%,0%,7.7,,,,,,,,,,,,,,,,,,,,left_only,8,3,0,"5' 9""",125 lbs.,--,,30-Nov-86,1.53,42%,1.02,63%,3.83,100%,0%,7.7
Koichiro Matsumoto,!,15.0,3.0,1,"5' 7""",145 lbs.,--,,7-Mar-86,1.9,26%,3.5,31%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,15,3,1,"5' 7""",145 lbs.,--,,7-Mar-86,1.9,26%,3.5,31%,0.0,0%,0%,0.0
Kotetsu Boku,!,25.0,11.0,2,"5' 9""",154 lbs.,--,Orthodox,27-May-77,2.47,42%,2.8,53%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,25,11,2,"5' 9""",154 lbs.,--,Orthodox,27-May-77,2.47,42%,2.8,53%,0.0,0%,0%,0.0
Kris Moutinho,!,9.0,6.0,0,"5' 7""",135 lbs.,"68""",Southpaw,9-Aug-92,4.86,32%,15.48,28%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,6,0,"5' 7""",135 lbs.,"68""",Southpaw,9-Aug-92,4.86,32%,15.48,28%,0.0,0%,0%,0.0
Krishaun Gilmore,!,0.0,1.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kristof Midoux,The Hurricane,6.0,10.0,0,"6' 1""",220 lbs.,--,Orthodox,30-Jul-74,0.7,43%,2.89,49%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,10,0,"6' 1""",220 lbs.,--,Orthodox,30-Jul-74,0.7,43%,2.89,49%,0.0,0%,0%,0.0
Kultar Gill,Black Mamba,12.0,8.0,0,"6' 0""",154 lbs.,--,Orthodox,24-Mar-79,1.14,50%,0.4,41%,1.71,66%,38%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,8,0,"6' 0""",154 lbs.,--,Orthodox,24-Mar-79,1.14,50%,0.4,41%,1.71,66%,38%,0.0
Kurt Osiander,!,4.0,1.0,0,--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,1,0,--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
KyeungPyo Kim,Redhorse,11.0,4.0,0,"5' 9""",155 lbs.,"71""",Orthodox,29-Jan-92,6.77,46%,6.32,63%,3.87,40%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,4,0,"5' 9""",155 lbs.,"71""",Orthodox,29-Jan-92,6.77,46%,6.32,63%,3.87,40%,100%,0.0
Kyle Bolt,!,8.0,4.0,0,"6' 2""",185 lbs.,--,,--,7.27,52%,7.27,45%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,4,0,"6' 2""",185 lbs.,--,,--,7.27,52%,7.27,45%,0.0,0%,0%,0.0
Kyle Dietz,!,5.0,2.0,0,"5' 8""",135 lbs.,--,Orthodox,29-Apr-86,1.82,45%,2.08,62%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,2,0,"5' 8""",135 lbs.,--,Orthodox,29-Apr-86,1.82,45%,2.08,62%,0.0,0%,0%,0.0
Kyle Kurtz,!,7.0,5.0,0,--,170 lbs.,--,,--,1.31,36%,2.95,52%,1.23,20%,0%,2.5,,,,,,,,,,,,,,,,,,,,left_only,7,5,0,--,170 lbs.,--,,--,1.31,36%,2.95,52%,1.23,20%,0%,2.5
Kyle Levinton,!,0.0,3.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,3,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kyle Nelson,The Monster,15.0,5.0,1,"5' 11""",145 lbs.,"71""",Switch,20-Apr-91,3.46,44%,4.56,52%,1.15,20%,73%,0.7,,,,,,,,,,,,,,,,,,,,left_only,15,5,1,"5' 11""",145 lbs.,"71""",Switch,20-Apr-91,3.46,44%,4.56,52%,1.15,20%,73%,0.7
Kyle Noblitt,!,11.0,2.0,0,"6' 2""",243 lbs.,--,,26-Dec-89,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,2,0,"6' 2""",243 lbs.,--,,26-Dec-89,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kyle Noke,!,22.0,10.0,1,"6' 1""",170 lbs.,"76""",Southpaw,18-Mar-80,3.23,50%,2.09,64%,1.53,54%,66%,0.8,,,,,,,,,,,,,,,,,,,,left_only,22,10,1,"6' 1""",170 lbs.,"76""",Southpaw,18-Mar-80,3.23,50%,2.09,64%,1.53,54%,66%,0.8
Kyle Sturgeon,!,0.0,1.0,0,"6' 3""",225 lbs.,--,Switch,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"6' 3""",225 lbs.,--,Switch,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kyosuke Sasaki,!,3.0,7.0,4,"5' 7""",183 lbs.,--,Southpaw,--,0.33,45%,0.93,46%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,7,4,"5' 7""",183 lbs.,--,Southpaw,--,0.33,45%,0.93,46%,0.0,0%,0%,0.0
Kyu Sung Kim,!,12.0,5.0,0,--,125 lbs.,--,,5-Nov-92,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,5,0,--,125 lbs.,--,,5-Nov-92,0.0,0%,0.0,0%,0.0,0%,0%,0.0
LC Davis,!,23.0,8.0,0,"5' 8""",135 lbs.,"69""",Southpaw,28-Oct-80,2.04,30%,2.1,59%,2.27,46%,66%,0.2,,,,,,,,,,,,,,,,,,,,left_only,23,8,0,"5' 8""",135 lbs.,"69""",Southpaw,28-Oct-80,2.04,30%,2.1,59%,2.27,46%,66%,0.2
Lacey Schuckman,!,11.0,10.0,0,"5' 3""",125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,10,0,"5' 3""",125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Lance Gibson,Fearless,4.0,5.0,0,"5' 9""",185 lbs.,--,Orthodox,20-Nov-70,1.21,75%,6.44,20%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,5,0,"5' 9""",185 lbs.,--,Orthodox,20-Nov-70,1.21,75%,6.44,20%,0.0,0%,0%,0.0
Landon Showalter,The Show,11.0,19.0,1,"6' 0""",185 lbs.,--,,14-Jun-76,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,19,1,"6' 0""",185 lbs.,--,,14-Jun-76,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Larry Parker,!,13.0,6.0,1,"5' 11""",205 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,6,1,"5' 11""",205 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Lauren Mueller,Princess Tiger,5.0,3.0,0,"5' 5""",125 lbs.,"67""",Orthodox,15-Nov-91,4.08,41%,3.77,58%,0.7,50%,71%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,3,0,"5' 5""",125 lbs.,"67""",Orthodox,15-Nov-91,4.08,41%,3.77,58%,0.7,50%,71%,0.0
Lauren Murphy,Lucky,16.0,6.0,0,"5' 5""",125 lbs.,"67""",Orthodox,27-Jul-83,4.05,39%,5.25,55%,1.03,25%,69%,0.1,,,,,,,,,,,,,,,,,,,,left_only,16,6,0,"5' 5""",125 lbs.,"67""",Orthodox,27-Jul-83,4.05,39%,5.25,55%,1.03,25%,69%,0.1
Laverne Clark,!,27.0,21.0,1,"5' 11""",170 lbs.,--,Orthodox,2-Dec-73,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,27,21,1,"5' 11""",170 lbs.,--,Orthodox,2-Dec-73,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Lee Brousseau,Manimal,5.0,3.0,0,"6' 1""",205 lbs.,--,,4-Oct-74,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,3,0,"6' 1""",205 lbs.,--,,4-Oct-74,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Lee Gibson,Lethal,12.0,4.0,0,"5' 7""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,4,0,"5' 7""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Lee Higgins,!,2.0,1.0,0,--,155 lbs.,--,,14-Jul-80,1.02,26%,3.68,40%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,1,0,--,155 lbs.,--,,14-Jul-80,1.02,26%,3.68,40%,0.0,0%,0%,0.0
Lee Kwan Bum,!,0.0,1.0,0,"6' 2""",286 lbs.,--,Orthodox,--,0.71,14%,0.0,100%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"6' 2""",286 lbs.,--,Orthodox,--,0.71,14%,0.0,100%,0.0,0%,0%,0.0
Lee Murray,Lightning,8.0,2.0,1 (1 NC),"6' 3""",185 lbs.,--,Orthodox,12-Sep-77,0.36,15%,3.28,32%,0.9,100%,42%,1.8,,,,,,,,,,,,,,,,,,,,left_only,8,2,1 (1 NC),"6' 3""",185 lbs.,--,Orthodox,12-Sep-77,0.36,15%,3.28,32%,0.9,100%,42%,1.8
Leiticia Pestova,!,0.0,2.0,0,"5' 6""",135 lbs.,--,Orthodox,15-Jan-84,0.0,0%,24.62,44%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,2,0,"5' 6""",135 lbs.,--,Orthodox,15-Jan-84,0.0,0%,24.62,44%,0.0,0%,0%,0.0
Lemont Davis,!,2.0,6.0,0,"5' 8""",170 lbs.,--,Orthodox,--,0.87,54%,1.27,55%,1.0,50%,0%,1.0,,,,,,,,,,,,,,,,,,,,left_only,2,6,0,"5' 8""",170 lbs.,--,Orthodox,--,0.87,54%,1.27,55%,1.0,50%,0%,1.0
Len Bentley,!,10.0,6.0,0,"5' 9""",155 lbs.,--,,30-Nov-82,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,6,0,"5' 9""",155 lbs.,--,,30-Nov-82,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Leo Sylvest,Lethal,10.0,16.0,0,"5' 11""",205 lbs.,--,Orthodox,3-Sep-73,0.0,0%,6.58,27%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,16,0,"5' 11""",205 lbs.,--,Orthodox,3-Sep-73,0.0,0%,6.58,27%,0.0,0%,0%,0.0
Leonardo Guimaraes,Leleco,11.0,5.0,0 (1 NC),"6' 0""",185 lbs.,--,Orthodox,15-Apr-82,2.35,56%,2.99,44%,0.0,0%,52%,1.0,,,,,,,,,,,,,,,,,,,,left_only,11,5,0 (1 NC),"6' 0""",185 lbs.,--,Orthodox,15-Apr-82,2.35,56%,2.99,44%,0.0,0%,52%,1.0
Leonardo Morales,Chimy,6.0,2.0,0,"5' 8""",135 lbs.,--,Southpaw,22-Dec-92,2.05,47%,2.05,58%,0.0,0%,62%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,2,0,"5' 8""",135 lbs.,--,Southpaw,22-Dec-92,2.05,47%,2.05,58%,0.0,0%,62%,0.0
Leonardo Silva de Oliveira,Cabecao,12.0,4.0,0,"6' 2""",185 lbs.,--,Orthodox,23-Apr-92,1.07,40%,0.54,50%,24.11,50%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,4,0,"6' 2""",185 lbs.,--,Orthodox,23-Apr-92,1.07,40%,0.54,50%,24.11,50%,0%,0.0
Lerone Murphy,The Miracle,13.0,0.0,1,"5' 9""",145 lbs.,"73""",Orthodox,22-Jul-91,3.65,50%,2.4,56%,1.29,46%,46%,0.9,,,,,,,,,,,,,,,,,,,,left_only,13,0,1,"5' 9""",145 lbs.,"73""",Orthodox,22-Jul-91,3.65,50%,2.4,56%,1.29,46%,46%,0.9
Levi Alford,!,1.0,7.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,7,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Levi Avera,!,18.0,15.0,0,"6' 1""",170 lbs.,--,,17-May-82,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,18,15,0,"6' 1""",170 lbs.,--,,17-May-82,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Liam McGeary,!,12.0,2.0,0,"6' 6""",205 lbs.,--,,4-Oct-82,1.28,48%,1.92,50%,0.51,100%,0%,2.5,,,,,,,,,,,,,,,,,,,,left_only,12,2,0,"6' 6""",205 lbs.,--,,4-Oct-82,1.28,48%,1.92,50%,0.51,100%,0%,2.5
Liang Na,The Dragon Girl,19.0,7.0,0,"5' 5""",125 lbs.,"67""",Orthodox,27-Jul-96,1.93,40%,4.48,27%,5.1,60%,0%,0.8,,,,,,,,,,,,,,,,,,,,left_only,19,7,0,"5' 5""",125 lbs.,"67""",Orthodox,27-Jul-96,1.93,40%,4.48,27%,5.1,60%,0%,0.8
Lina Kvokov,!,0.0,3.0,0,"5' 9""",135 lbs.,--,Orthodox,--,2.31,30%,12.12,19%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,3,0,"5' 9""",135 lbs.,--,Orthodox,--,2.31,30%,12.12,19%,0.0,0%,0%,0.0
Linton Vassell,The Swarm,18.0,5.0,0 (1 NC),"6' 4""",205 lbs.,--,,3-Jun-83,3.39,37%,2.13,54%,2.46,50%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,18,5,0 (1 NC),"6' 4""",205 lbs.,--,,3-Jun-83,3.39,37%,2.13,54%,2.46,50%,50%,0.0
Lionel Lanham,!,5.0,1.0,0,--,205 lbs.,--,,31-Aug-80,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,1,0,--,205 lbs.,--,,31-Aug-80,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Lissette Neri,!,6.0,4.0,0,"5' 2""",145 lbs.,--,,5-Aug-87,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,4,0,"5' 2""",145 lbs.,--,,5-Aug-87,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Lloyd Van Dams,!,0.0,1.0,0,"6' 1""",240 lbs.,--,Southpaw,5-Mar-72,0.0,0%,3.01,15%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"6' 1""",240 lbs.,--,Southpaw,5-Mar-72,0.0,0%,3.01,15%,0.0,0%,0%,0.0
Logan Nail,!,1.0,1.0,0,--,185 lbs.,--,,20-Jun-89,1.93,51%,2.27,39%,0.0,0%,37%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,1,0,--,185 lbs.,--,,20-Jun-89,1.93,51%,2.27,39%,0.0,0%,37%,0.0
Lolohea Mahe,!,10.0,4.0,1,--,--,--,,--,1.71,29%,6.92,40%,2.44,40%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,4,1,--,--,--,,--,1.71,29%,6.92,40%,2.44,40%,0%,0.0
Louis Jauregui,!,4.0,2.0,0,"5' 7""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,2,0,"5' 7""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Louis Taylor,Handgunz,13.0,4.0,0,"5' 11""",185 lbs.,--,Orthodox,12-May-79,2.06,32%,1.24,68%,2.48,28%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,4,0,"5' 11""",185 lbs.,--,Orthodox,12-May-79,2.06,32%,1.24,68%,2.48,28%,100%,0.0
Lu Zhengyong,!,12.0,7.0,0,--,125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,7,0,--,125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Luc Bondole,!,5.0,2.0,2,"6' 2""",205 lbs.,--,,--,3.35,51%,2.04,62%,0.0,0%,0%,1.8,,,,,,,,,,,,,,,,,,,,left_only,5,2,2,"6' 2""",205 lbs.,--,,--,3.35,51%,2.04,62%,0.0,0%,0%,1.8
Lucas Gamaza,!,8.0,4.0,0,--,170 lbs.,--,,--,7.57,31%,6.99,45%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,4,0,--,170 lbs.,--,,--,7.57,31%,6.99,45%,0.0,0%,0%,0.0
Lucas Lopes,!,29.0,19.0,0,"6' 2""",185 lbs.,--,,5-Oct-79,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,29,19,0,"6' 2""",185 lbs.,--,,5-Oct-79,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Lucas Rocha,Fenomeno,17.0,1.0,0,"5' 3""",135 lbs.,"64""",Orthodox,12-Aug-00,1.51,53%,4.15,33%,0.0,0%,66%,0.0,,,,,,,,,,,,,,,,,,,,left_only,17,1,0,"5' 3""",135 lbs.,"64""",Orthodox,12-Aug-00,1.51,53%,4.15,33%,0.0,0%,66%,0.0
Lucas Stark,!,1.0,5.0,0,--,155 lbs.,--,,--,1.6,25%,3.2,66%,12.0,100%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,5,0,--,155 lbs.,--,,--,1.6,25%,3.2,66%,12.0,100%,0%,0.0
Lucasz Sudolski,!,8.0,1.0,0,"6' 4""",205 lbs.,"75""",Orthodox,15-Jun-93,5.7,67%,4.89,28%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,1,0,"6' 4""",205 lbs.,"75""",Orthodox,15-Jun-93,5.7,67%,4.89,28%,0.0,0%,100%,0.0
Luciano Azevedo,!,17.0,9.0,1,"6' 3""",161 lbs.,--,Orthodox,25-Jun-81,0.76,45%,1.97,27%,2.28,11%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,17,9,1,"6' 3""",161 lbs.,--,Orthodox,25-Jun-81,0.76,45%,1.97,27%,2.28,11%,0%,0.0
Luciano Pereira,El Torito,13.0,1.0,0,--,125 lbs.,--,Orthodox,9-Jan-01,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,1,0,--,125 lbs.,--,Orthodox,9-Jan-01,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Luis Mendoza,!,0.0,1.0,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Luis Santos,!,63.0,10.0,1 (1 NC),"6' 1""",170 lbs.,--,Southpaw,--,4.4,57%,4.0,64%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,63,10,1 (1 NC),"6' 1""",170 lbs.,--,Southpaw,--,4.4,57%,4.0,64%,0.0,0%,0%,0.0
Luiz Azeredo,!,15.0,10.0,0,"5' 9""",154 lbs.,--,Orthodox,10-Jun-76,2.16,39%,2.76,57%,1.07,50%,45%,0.3,,,,,,,,,,,,,,,,,,,,left_only,15,10,0,"5' 9""",154 lbs.,--,Orthodox,10-Jun-76,2.16,39%,2.76,57%,1.07,50%,45%,0.3
Luiz Firmino,Buscape,19.0,8.0,0,"5' 6""",154 lbs.,--,Orthodox,18-Mar-82,1.23,50%,1.22,51%,3.86,45%,20%,0.9,,,,,,,,,,,,,,,,,,,,left_only,19,8,0,"5' 6""",154 lbs.,--,Orthodox,18-Mar-82,1.23,50%,1.22,51%,3.86,45%,20%,0.9
Lukasz Les,!,8.0,3.0,0,--,170 lbs.,--,,5-Nov-81,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,3,0,--,170 lbs.,--,,5-Nov-81,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Luke Hartwig,!,0.0,1.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
