name,nickname,wins,losses,draws,age,nation,knockdown_avg,sig_str_accuracy,takedown_average,takedown_accuracy,subs_attempted_average,height,reach,stance,sig_str_landed_per_min,average_fight_time,sig_str_absorbed_per_min,sig_str_defense,takedown_defense
Punahele Soriano,Puna,10.0,4.0,0,31.0,17,0.82,0.53,1.48,0.56,0.0,71,72,1.0,4.89,10.116666666666667,3.88,0.48,0.37
Qiu Lun,Tibetan Knight,16.0,9.0,0,26.0,18,0.33,0.46,0.67,0.18,0.0,68,66,1.0,3.51,15.0,1.78,0.67,0.68
Rachael Ostovich,565,4.0,6.0,0,33.0,17,0.0,0.43,2.03,0.83,0.8,63,62,0.0,2.54,9.25,3.97,0.57,0.66
Rafa Garcia,Gifted,16.0,3.0,0,29.0,17,0.0,0.42,3.61,0.44,0.3,67,70,0.0,4.19,14.266666666666667,4.21,0.61,0.79
Rafael Alves,The Turn,20.0,12.0,0,33.0,57,0.29,0.48,0.29,0.25,1.5,68,68,0.0,1.85,10.25,3.3,0.58,0.44
Rafael Cavalcante,Feijao,12.0,7.0,0,44.0,57,1.36,0.53,0.6,0.4,0.1,73,74,0.0,2.71,7.216666666666667,3.62,0.49,0.63
Rafael Dos Anjos,182,32.0,16.0,0,39.0,57,0.2,0.47,1.95,0.35,0.6,68,70,1.0,3.48,14.916666666666666,3.21,0.6,0.55
Rafael Estevam,Macapa,12.0,0.0,0,27.0,57,0.0,0.64,3.35,0.19,0.7,68,69,0.0,2.94,11.216666666666667,3.35,0.34,0.0
Rafael Fiziev,Ataman,12.0,3.0,0,31.0,11,0.29,0.51,0.29,0.4,0.0,68,71,3.0,4.9,11.683333333333334,4.97,0.49,0.89
Rafael Natal,Sapo,21.0,9.0,1,41.0,57,0.35,0.47,2.55,0.34,0.5,72,77,0.0,3.1,12.45,2.48,0.57,0.77
Rafaello Oliveira,Tractor,17.0,8.0,0,42.0,57,0.0,0.33,2.49,0.36,1.6,68,71,0.0,2.19,10.55,3.38,0.59,0.11
Raimond Magomedaliev,450,10.0,2.0,0,34.0,97,0.0,0.41,0.0,0.0,0.0,73,75,0.0,4.07,14.75,4.75,0.41,0.0
Rainn Guerrero,Purple Rainn,5.0,2.0,0,32.0,17,0.0,0.33,3.27,1.0,0.0,66,65,0.0,0.65,4.583333333333333,0.87,0.5,0.0
Rama Supandhi,Hellboy,8.0,4.0,0,32.0,17,0.0,0.42,1.0,0.11,0.0,65,66,1.0,2.2,15.0,3.53,0.48,0.0
Ramazan Emeev,Gorets,20.0,6.0,0,37.0,51,0.14,0.45,2.37,0.29,0.7,70,76,1.0,2.53,13.45,2.14,0.65,0.66
Ramazan Kuramagomedov,401,8.0,0.0,0,27.0,97,0.0,0.67,1.0,0.14,0.0,73,73,0.0,11.67,15.0,9.13,0.54,0.0
Ramiz Brahimaj,88,10.0,5.0,0,31.0,17,0.0,0.41,1.61,0.35,1.6,70,72,0.0,1.74,9.333333333333334,3.69,0.45,0.44
Ramon Taveras,The Savage,10.0,2.0,0,30.0,17,1.67,0.45,0.0,0.0,0.0,68,70,1.0,4.63,5.966666666666667,5.41,0.65,1.0
Ramona Pascual,579,6.0,5.0,0,35.0,17,0.0,0.57,1.81,0.19,0.0,67,66,1.0,3.87,11.033333333333333,8.43,0.46,1.0
Ramsey Nijem,542,9.0,6.0,0,36.0,17,0.53,0.44,5.32,0.62,1.1,71,75,0.0,3.05,8.466666666666667,1.62,0.62,0.55
Randa Markos,Quiet Storm,11.0,12.0,1,38.0,3,0.0,0.43,1.12,0.28,0.2,64,63,0.0,2.97,12.616666666666667,3.1,0.58,0.52
Randall Wallace,Braveheart,15.0,6.0,0,35.0,17,0.0,0.38,2.13,0.5,0.0,71,73,0.0,1.13,7.05,4.11,0.45,0.0
Randy Brown,Rudeboy,19.0,5.0,0,33.0,93,0.4,0.47,0.72,0.39,0.6,75,78,0.0,4.38,10.433333333333334,3.2,0.54,0.7
Randy Costa,The Zohan,6.0,4.0,0,29.0,17,1.69,0.46,0.0,0.0,0.0,69,73,3.0,6.53,4.433333333333334,7.58,0.58,0.5
Randy Couture,The Natural,19.0,11.0,0,60.0,17,0.06,0.57,2.78,0.46,0.5,73,75,0.0,2.85,12.416666666666666,1.53,0.59,0.58
Rani Yahya,831,28.0,12.0,1,39.0,57,0.0,0.38,2.73,0.3,1.8,66,67,0.0,1.71,10.016666666666667,2.08,0.5,0.29
Raoni Barcelos,56,18.0,5.0,0,37.0,57,0.55,0.51,1.86,0.32,0.6,67,67,0.0,5.22,12.483333333333333,4.79,0.61,0.85
Raphael Assuncao,46,28.0,10.0,0,41.0,57,0.15,0.42,1.65,0.39,0.2,65,66,0.0,3.22,12.533333333333333,2.5,0.66,0.78
Raquel Pennington,Rocky,16.0,9.0,0,35.0,17,0.0,0.52,0.9,0.27,0.7,67,67,0.0,4.14,14.766666666666667,3.29,0.6,0.63
Rashad Coulter,Daywalker,9.0,4.0,0,42.0,17,0.77,0.56,0.0,0.0,0.0,71,76,0.0,4.82,7.766666666666667,6.68,0.5,0.62
Rashad Evans,Suga,19.0,8.0,1,44.0,17,0.19,0.37,2.98,0.44,0.0,72,75,0.0,2.14,12.2,2.42,0.63,0.73
Rashid Magomedov,Highlander,20.0,2.0,0,39.0,51,0.83,0.49,0.67,0.57,0.2,69,70,0.0,4.4,15.0,3.05,0.54,0.89
Raul Rosas Jr,El Nino Problema,9.0,1.0,0,19.0,17,0.37,0.43,4.39,0.38,1.8,69,67,3.0,1.12,8.2,1.41,0.47,0.0
Raulian Paiva,570,21.0,5.0,0,28.0,57,0.16,0.42,0.65,0.23,0.2,68,69,0.0,4.14,11.55,5.01,0.48,0.77
Ravena Oliveira,Kenoudy,7.0,2.0,1,27.0,57,0.0,0.48,2.0,0.66,0.0,65,65,0.0,1.0,15.0,1.2,0.48,0.62
Ray Borg,The Tazmexican Devil,13.0,5.0,0,30.0,17,0.0,0.52,3.89,0.5,1.0,64,63,0.0,1.52,14.45,1.93,0.48,0.46
Ray Rodriguez,The Judge,16.0,8.0,0,36.0,17,0.0,0.27,1.42,0.5,0.0,67,70,0.0,0.9,7.016666666666667,3.89,0.4,0.44
Rayanne dos Santos,183,14.0,8.0,0,29.0,57,0.0,0.43,0.33,0.12,0.0,62,62,0.0,4.36,15.0,5.2,0.61,0.88
Reginaldo Vieira,807,13.0,5.0,0,41.0,57,0.0,0.4,1.97,0.27,0.8,67,65,0.0,3.76,12.683333333333334,2.89,0.59,0.25
Rei Tsuruya,784,9.0,0.0,0,21.0,35,0.0,0.62,6.84,0.54,4.0,66,68,0.0,2.93,8.766666666666667,1.44,0.44,0.5
Renan Barao,The Baron,34.0,9.0,0,37.0,57,0.24,0.36,1.49,0.41,0.5,66,70,0.0,3.78,13.233333333333333,3.9,0.57,0.91
Renato Moicano,508,19.0,5.0,1,35.0,57,0.1,0.48,1.89,0.45,0.6,71,72,0.0,4.38,9.416666666666666,3.68,0.6,0.72
Renato Sobral,Babalu,37.0,11.0,0,48.0,57,0.0,0.45,2.48,0.42,2.6,73,75,0.0,2.23,8.066666666666666,1.53,0.57,0.65
Reuben Duran,194,11.0,7.0,1,40.0,17,0.0,0.49,0.98,0.23,0.7,67,71,0.0,3.19,11.516666666666667,2.61,0.5,0.25
Reza Madadi,Mad Dog,14.0,6.0,0,45.0,62,0.0,0.46,3.17,0.33,0.5,71,73,0.0,2.51,12.85,3.31,0.66,0.89
Rhys McKee,Skeletor,13.0,6.0,1,28.0,21,0.0,0.45,0.0,0.0,0.0,74,78,0.0,4.8,12.033333333333333,7.85,0.42,0.41
Ricardo Almeida,Big Dog,13.0,5.0,0,47.0,17,0.0,0.49,3.74,0.38,1.2,72,74,0.0,2.02,11.416666666666666,1.2,0.61,0.31
Ricardo Funch,Golden Boy,9.0,6.0,0,43.0,57,0.0,0.65,1.24,0.18,0.0,70,74,1.0,2.61,9.1,3.57,0.4,0.6
Ricardo Lamas,The Bully,20.0,8.0,0,42.0,17,0.19,0.47,1.84,0.33,0.9,68,71,0.0,3.13,10.283333333333333,2.87,0.57,0.46
Ricardo Prasel,Alemao,10.0,2.0,0,34.0,57,0.0,0.57,0.0,0.0,0.0,79,78,0.0,2.21,4.983333333333333,7.83,0.37,0.0
Ricardo Ramos,623,16.0,6.0,0,28.0,57,0.43,0.37,3.02,0.6,0.7,69,72,0.0,3.21,8.7,3.74,0.57,0.72
Ricardo Romero,645,11.0,3.0,0,46.0,17,0.0,0.55,1.63,0.1,3.3,72,76,0.0,2.17,3.066666666666667,4.77,0.46,1.0
Rich Attonito,The Raging Bull,10.0,5.0,0,47.0,17,0.5,0.47,0.74,0.37,0.0,70,72,0.0,2.28,12.116666666666667,2.13,0.59,0.75
Rich Clementi,No Love,45.0,23.0,1,48.0,17,0.0,0.37,1.72,0.42,1.1,69,72,1.0,1.43,10.95,2.29,0.6,0.25
Rich Franklin,Ace,29.0,7.0,0,49.0,17,0.72,0.44,1.31,0.66,0.7,73,76,1.0,4.1,8.166666666666666,2.07,0.62,0.63
Richard Jacobi,338,6.0,1.0,1,30.0,97,0.0,0.44,3.28,1.0,0.0,76,75,0.0,0.88,4.566666666666666,3.94,0.51,1.0
Richie Santiago,The Milford Mauler,7.0,2.0,0,31.0,17,0.0,0.49,0.0,0.0,0.0,67,67,1.0,3.87,15.0,4.87,0.42,0.25
Richie Smullen,724,3.0,1.0,1,32.0,21,0.0,0.77,8.49,0.66,0.0,69,68,0.0,1.98,3.533333333333333,2.26,0.65,0.0
Richie Vaculik,Vas,10.0,4.0,0,40.0,71,0.0,0.46,3.0,0.45,1.0,66,69,0.0,3.69,11.25,4.09,0.57,0.31
Rick Story,The Horror,19.0,9.0,0,39.0,17,0.38,0.41,2.53,0.48,0.9,69,71,1.0,3.8,12.483333333333333,2.17,0.62,0.63
Rickson Zenidim,The King,14.0,2.0,0,25.0,57,0.0,0.32,0.0,0.0,0.0,67,67,0.0,1.67,15.0,4.07,0.33,0.0
Ricky Glenn,The Gladiator,22.0,8.0,2,35.0,17,0.41,0.43,0.55,0.13,0.4,72,70,1.0,3.94,10.983333333333333,4.1,0.51,0.68
Ricky Rainey,The Sniper,12.0,6.0,0,40.0,17,0.47,0.48,0.95,0.18,0.0,73,77,3.0,2.55,7.933333333333334,2.62,0.46,0.55
Ricky Simon,717,20.0,5.0,0,31.0,17,0.36,0.43,5.49,0.46,0.4,66,69,0.0,3.01,12.816666666666666,3.61,0.61,0.76
Ricky Steele,The Karate Kid,6.0,0.0,0,36.0,17,0.0,0.7,0.0,0.0,0.0,69,74,0.0,4.07,15.0,2.93,0.5,0.91
Ricky Turcios,786,13.0,4.0,0,31.0,17,0.22,0.37,0.89,0.25,0.5,69,71,0.0,4.63,13.466666666666667,3.34,0.55,0.45
Rico Farrington,The Triggerman,7.0,3.0,0,34.0,6,0.0,0.41,0.0,0.0,0.0,76,79,1.0,6.33,15.0,7.2,0.51,0.2
Riki Fukuda,240,24.0,9.0,0,43.0,35,0.0,0.43,2.17,0.43,0.0,72,73,1.0,4.24,15.0,3.71,0.64,0.7
Rinat Fakhretdinov,Gladiator,21.0,1.0,1,32.0,51,0.98,0.56,4.25,0.46,0.3,72,74,0.0,4.05,11.483333333333333,2.16,0.52,1.0
Rinya Nakamura,Hybred,9.0,0.0,0,29.0,35,1.65,0.54,3.72,0.9,1.6,67,68,1.0,3.53,7.266666666666667,1.38,0.67,1.0
Rizvan Kuniev,398,11.0,2.0,1,31.0,97,0.0,0.73,4.09,0.75,0.0,76,76,0.0,7.09,11.0,1.55,0.51,0.0
Roan Carneiro,Jucao,21.0,11.0,0,46.0,57,0.0,0.46,3.05,0.42,1.4,71,76,0.0,1.46,9.333333333333334,1.82,0.62,0.83
Rob Broughton,The Bear,16.0,7.0,1,41.0,53,0.0,0.6,0.0,0.0,3.2,74,74,0.0,2.83,13.9,2.54,0.51,0.26
Rob Emerson,The Saint,18.0,12.0,0,42.0,17,0.4,0.3,2.02,0.52,0.4,69,70,0.0,2.5,10.583333333333334,2.83,0.64,0.65
Rob Font,233,20.0,8.0,0,36.0,17,0.48,0.45,0.89,0.35,0.3,68,71,0.0,5.53,12.833333333333334,3.65,0.56,0.46
Rob Kimmons,The Rosedale Reaper,25.0,9.0,0,43.0,17,0.0,0.48,2.08,0.46,2.4,70,73,0.0,1.86,7.216666666666667,4.79,0.38,0.25
Rob MacDonald,Maximus,5.0,4.0,0,45.0,80,0.0,0.5,7.19,0.8,5.4,75,78,0.0,1.8,2.783333333333333,2.04,0.46,0.8
Rob Wilkinson,Razor,11.0,2.0,0,32.0,71,0.0,0.5,4.47,0.25,0.0,75,80,0.0,2.74,8.4,5.66,0.39,0.0
Robbie Lawler,Ruthless,30.0,16.0,0,42.0,17,0.61,0.47,0.65,0.64,0.0,71,74,1.0,3.85,11.266666666666667,4.67,0.59,0.65
Robbie Ring,Razor,6.0,1.0,0,23.0,17,0.0,0.38,4.04,0.33,0.0,69,68,0.0,5.11,3.716666666666667,9.15,0.38,0.0
Robelis Despaigne,The Big Boy,5.0,1.0,0,35.0,58,0.98,0.54,0.0,0.0,0.0,79,84,0.0,2.16,7.65,3.53,0.49,0.25
Robert Bryczek,97,17.0,6.0,0,33.0,55,0.0,0.24,0.0,0.0,0.0,72,75,0.0,2.13,15.0,4.47,0.6,1.0
Robert Whittaker,The Reaper,26.0,7.0,0,33.0,71,0.51,0.42,0.81,0.38,0.0,72,73,0.0,4.57,14.116666666666667,3.45,0.59,0.82
Rodney Wallace,Shonuff the Master,26.0,15.0,1,42.0,17,0.0,0.46,6.0,0.54,1.0,69,72,3.0,1.13,15.0,3.44,0.45,0.28
Rodolfo Bellato,Trator,12.0,2.0,0,28.0,57,0.54,0.61,1.09,0.25,0.5,75,77,0.0,6.47,9.216666666666667,5.9,0.44,1.0
Rodolfo Vieira,808,10.0,2.0,0,34.0,57,0.0,0.54,4.18,0.3,1.6,72,73,0.0,3.19,8.2,4.6,0.49,1.0
Rodrigo Lidio,Dynamis,12.0,3.0,0,34.0,97,0.0,0.5,0.0,0.0,0.0,71,73,0.0,0.97,3.0833333333333335,0.0,1.0,0.5
Rodrigo Nascimento,Ze Colmeia,11.0,2.0,0,31.0,57,0.0,0.49,1.23,0.37,0.6,74,80,0.0,4.05,9.183333333333334,4.62,0.43,0.76
Roger Bowling,Relentless,12.0,6.0,0,41.0,17,0.22,0.47,3.09,0.43,0.9,69,68,0.0,3.9,8.916666666666666,3.86,0.51,0.27
Roger Gracie,279,8.0,2.0,0,42.0,57,0.0,0.35,1.87,0.53,1.9,76,79,0.0,1.78,15.0,1.79,0.61,0.6
Roger Huerta,El Matador,23.0,9.0,1,41.0,17,0.0,0.36,2.13,0.46,0.5,69,70,0.0,3.64,11.433333333333334,2.33,0.56,0.52
Rogerio Bontorin,81,16.0,4.0,0,32.0,57,0.0,0.52,2.9,0.6,1.0,65,67,0.0,2.63,11.066666666666666,3.27,0.5,0.51
Roland Delorme,160,9.0,5.0,0,40.0,80,0.46,0.44,2.51,0.34,1.6,69,71,0.0,2.28,9.4,4.32,0.4,0.42
Rolando Bedoya,The Machine,14.0,3.0,0,27.0,47,0.0,0.55,0.0,0.0,0.0,71,74,0.0,8.7,15.0,6.83,0.52,0.0
Rolando Delgado,Roli,11.0,6.0,1,42.0,17,0.58,0.4,1.17,0.22,3.5,75,77,0.0,1.56,8.55,1.83,0.62,0.0
Rolando Dy,Dy Incredible,9.0,7.0,1,33.0,97,0.3,0.37,0.3,0.2,0.0,68,69,0.0,3.04,12.416666666666666,4.47,0.52,0.68
Roman Bogatov,79,10.0,1.0,0,33.0,46,0.0,0.42,1.0,0.09,0.0,68,73,0.0,3.33,15.0,4.4,0.44,0.5
Roman Dolidze,180,12.0,3.0,0,35.0,89,0.58,0.39,1.3,0.4,1.3,74,76,0.0,2.62,11.516666666666667,3.36,0.51,0.33
Roman Kopylov,390,13.0,3.0,0,33.0,51,0.86,0.54,1.2,0.53,0.0,72,75,1.0,4.33,10.9,4.06,0.58,0.87
Ron Stallings,The Choir Boy,14.0,8.0,0,41.0,17,0.0,0.6,0.0,0.0,0.0,74,75,1.0,3.22,10.266666666666667,3.26,0.51,0.71
Ronaldo Rodriguez,Lazy Boy,17.0,2.0,0,25.0,26,0.0,0.41,1.2,0.5,1.8,66,65,0.0,2.0,12.5,3.56,0.47,0.63
Ronda Rousey,Rowdy,12.0,2.0,0,37.0,17,0.96,0.52,6.26,0.68,4.8,67,66,0.0,4.17,2.6,4.14,0.44,0.5
Ronnie Lawrence,The Heat,8.0,2.0,0,32.0,17,0.75,0.56,6.75,0.77,0.2,68,68,3.0,2.78,12.0,1.75,0.52,0.45
Ronny Markes,461,17.0,5.0,0,36.0,57,0.0,0.53,3.13,0.4,0.5,73,75,0.0,2.17,11.5,2.43,0.45,1.0
Rony Jason,Jason,14.0,7.0,0,40.0,57,0.39,0.44,0.59,0.3,0.8,67,73,0.0,2.04,8.466666666666667,3.14,0.53,0.36
Roosevelt Roberts,The Predator,12.0,5.0,0,30.0,17,0.0,0.44,1.39,0.29,0.9,74,73,0.0,3.05,8.65,3.12,0.52,0.52
Roque Martinez,472,15.0,8.0,2,38.0,17,0.0,0.53,0.38,0.5,0.4,70,72,0.0,3.28,13.116666666666667,4.9,0.56,0.53
Rory MacDonald,Red King,19.0,4.0,0,34.0,80,0.08,0.42,1.77,0.47,0.4,72,76,0.0,3.75,13.7,2.8,0.62,0.88
Rory Markham,462,17.0,6.0,0,42.0,17,2.7,0.21,0.0,0.0,0.0,72,71,0.0,1.98,1.85,10.27,0.45,0.0
Rory Singer,Outburst,11.0,9.0,0,48.0,17,0.0,0.39,0.39,0.25,0.8,74,77,0.0,2.55,9.516666666666667,2.42,0.63,0.64
Rose Namajunas,Thug,13.0,6.0,0,31.0,17,0.28,0.41,1.38,0.47,0.5,65,65,0.0,3.69,14.45,3.51,0.63,0.59
Ross Pearson,The Real Deal,20.0,16.0,0,39.0,53,0.3,0.4,0.74,0.35,0.0,68,69,0.0,3.68,11.65,4.09,0.62,0.75
Rostem Akman,5,6.0,2.0,0,32.0,52,0.0,0.25,1.0,0.4,0.0,70,72,3.0,1.8,15.0,3.97,0.57,0.87
Rousimar Palhares,Toquinho,19.0,8.0,0,44.0,57,0.18,0.51,3.93,0.45,4.1,68,71,0.0,1.75,4.933333333333334,2.04,0.59,0.0
Roxanne Modafferi,The Happy Warrior,25.0,21.0,0,41.0,17,0.08,0.3,1.35,0.23,0.1,67,69,0.0,3.35,14.233333333333333,5.7,0.51,0.3
Roy Nelson,Big Country,22.0,14.0,0,47.0,17,0.61,0.36,1.14,0.27,0.1,72,73,0.0,2.18,10.616666666666667,4.79,0.46,0.65
Roybert Echeverria,The Unbroken,7.0,1.0,0,28.0,0,0.0,0.53,0.0,0.0,2.6,65,67,3.0,2.95,11.516666666666667,2.52,0.57,0.71
Royston Wee,815,4.0,1.0,0,37.0,74,0.0,0.6,3.38,0.81,0.0,67,67,0.0,1.1,13.333333333333334,2.45,0.49,0.0
Ruan Potts,Fangzz,11.0,6.0,0,46.0,75,0.0,0.37,0.75,0.16,2.3,74,75,0.0,0.85,6.633333333333333,5.92,0.22,0.33
Ruslan Magomedov,Leopard,14.0,1.0,0,37.0,51,0.33,0.47,0.33,1.0,0.0,75,78,0.0,4.02,15.0,1.47,0.66,0.88
Russell Doane,176,15.0,8.0,0,37.0,17,0.38,0.4,2.11,0.45,0.8,67,70,0.0,1.75,9.766666666666667,1.68,0.53,0.52
Rustam Khabilov,Tiger,24.0,4.0,0,37.0,51,0.09,0.34,3.95,0.41,0.1,68,73,0.0,1.98,13.15,2.16,0.65,0.61
Ryan Bader,Darth,23.0,5.0,0,41.0,17,0.51,0.43,3.37,0.44,0.4,74,74,0.0,2.82,10.233333333333333,1.39,0.71,0.8
Ryan Benoit,Baby Face,10.0,8.0,0,34.0,17,0.71,0.39,0.28,0.22,0.4,65,68,0.0,2.88,11.816666666666666,3.65,0.58,0.72
Ryan Couture,140,11.0,5.0,0,41.0,17,0.0,0.45,1.55,0.29,1.3,70,73,0.0,3.54,11.883333333333333,2.87,0.54,0.46
Ryan Hall,The Wizard,9.0,2.0,0,39.0,17,0.44,0.5,0.22,0.09,2.2,70,70,1.0,2.38,11.266666666666667,1.33,0.65,0.0
Ryan Janes,339,10.0,3.0,0,42.0,80,0.0,0.48,0.35,1.0,0.0,75,76,0.0,7.69,10.633333333333333,5.53,0.59,0.58
Ryan Jensen,346,21.0,8.0,0,46.0,17,0.44,0.39,1.55,0.5,1.9,73,76,0.0,2.84,4.25,2.99,0.59,0.31
Ryan Jimmo,The Big Deal,19.0,5.0,0,42.0,17,0.9,0.66,0.45,0.28,0.0,73,73,0.0,3.12,9.483333333333333,2.77,0.46,0.87
Ryan LaFlare,404,14.0,3.0,0,40.0,17,0.2,0.4,2.13,0.44,0.2,73,74,1.0,2.89,14.783333333333333,1.86,0.63,0.58
Ryan MacDonald,Main Event,10.0,2.0,0,31.0,17,0.0,0.29,0.0,0.0,0.0,71,71,3.0,2.28,9.866666666666667,6.49,0.45,0.0
Ryan Spann,Superman,21.0,10.0,0,32.0,17,1.15,0.4,1.34,0.35,1.5,77,79,0.0,3.25,5.583333333333333,3.89,0.44,0.47
Ryo Chonan,Piranah,22.0,13.0,0,47.0,35,0.0,0.43,0.61,0.41,0.3,69,70,0.0,2.57,15.0,2.25,0.6,0.39
Sabah Homasi,The Problem,11.0,8.0,0,35.0,17,0.0,0.48,2.8,0.5,0.0,72,72,0.0,4.98,5.966666666666667,6.91,0.47,0.66
Sabina Mazo,Colombian Queen,9.0,4.0,0,27.0,23,0.16,0.43,0.65,0.8,0.2,67,70,0.0,6.1,13.15,4.35,0.57,0.59
Sage Northcutt,Super,11.0,2.0,0,28.0,17,0.4,0.52,1.81,0.34,0.6,72,71,0.0,3.58,9.333333333333334,1.96,0.58,0.41
Said Nurmagomedov,550,18.0,3.0,0,32.0,51,0.2,0.47,1.01,0.16,1.4,68,70,0.0,3.55,8.233333333333333,2.13,0.57,0.66
Saidyokub Kakhramonov,362,10.0,3.0,0,28.0,8,0.0,0.51,6.63,0.48,1.9,68,69,0.0,2.05,12.833333333333334,0.88,0.58,0.83
Saimon Oliveira,555,18.0,5.0,0,33.0,57,0.0,0.41,1.21,0.25,1.6,64,72,0.0,2.82,12.433333333333334,3.91,0.48,0.35
Salim Touahri,Grizzly,10.0,4.0,0,34.0,55,0.0,0.46,0.0,0.0,0.0,70,72,0.0,2.6,15.0,2.87,0.58,0.83
Sam Alvey,SmileN,33.0,18.0,1,38.0,17,0.45,0.44,0.06,0.14,0.1,74,75,1.0,3.28,9.633333333333333,3.63,0.52,0.82
Sam Hughes,Sampage,8.0,6.0,0,31.0,17,0.0,0.45,0.96,0.3,0.0,65,64,0.0,4.03,13.616666666666667,4.51,0.56,0.57
Sam Patterson,582,11.0,2.0,1,28.0,53,0.0,0.38,1.19,1.0,3.6,75,78,0.0,2.54,4.2,3.41,0.49,0.33
Sam Sicilia,709,15.0,8.0,0,38.0,17,0.14,0.33,1.45,0.43,0.9,68,67,0.0,2.46,8.65,3.55,0.59,0.7
Sam Stout,Hands of Stone,20.0,12.0,1,40.0,17,0.19,0.28,0.63,0.38,0.1,69,70,0.0,4.17,11.916666666666666,4.08,0.57,0.77
Samandar Murodov,529,8.0,0.0,0,24.0,106,0.0,0.8,3.01,1.0,3.0,73,75,0.0,3.41,4.983333333333333,0.8,0.0,0.0
Sandra Lavado,Peruvian Zombie,10.0,3.0,0,30.0,97,0.0,0.37,0.0,0.0,0.0,67,66,0.0,0.87,15.0,2.67,0.34,0.33
Sangwook Kim,Frogman,9.0,3.0,0,30.0,22,0.0,0.51,1.65,0.18,0.8,72,72,0.0,5.57,9.066666666666666,7.94,0.48,0.66
Santiago Ponzinibbio,Argentine Dagger,30.0,7.0,0,37.0,81,0.8,0.41,0.48,0.3,0.0,72,73,0.0,4.9,11.016666666666667,4.67,0.61,0.6
Santo Curatolo,147,6.0,2.0,0,29.0,17,0.0,0.39,2.0,0.33,0.0,63,62,1.0,1.4,15.0,6.07,0.34,1.0
Saparbeg Safarov,663,9.0,3.0,0,37.0,51,0.0,0.48,2.52,0.41,0.0,73,78,0.0,4.03,7.45,2.96,0.47,0.33
Sara McMann,484,13.0,6.0,0,43.0,17,0.08,0.46,4.38,0.65,0.5,66,66,0.0,2.26,10.683333333333334,1.92,0.47,0.5
Sarah Alpar,Too Sweet,9.0,6.0,0,33.0,17,0.0,0.44,1.61,0.26,0.4,64,63,1.0,2.36,12.416666666666666,6.06,0.38,0.2
Sarah Frota,A Treta,9.0,2.0,0,37.0,57,0.54,0.52,0.0,0.0,0.0,66,69,1.0,4.52,9.216666666666667,2.57,0.55,0.53
Sarah Kaufman,369,18.0,4.0,0,38.0,80,0.0,0.46,0.38,0.57,0.0,65,66,0.0,6.65,13.316666666666666,4.0,0.62,0.81
Sarah Moras,Cheesecake,6.0,8.0,0,36.0,80,0.0,0.34,0.67,0.21,0.8,67,67,0.0,2.28,12.516666666666667,3.58,0.5,0.33
Sasha Palatnikov,571,6.0,4.0,0,35.0,97,0.0,0.53,0.72,1.0,0.0,73,72,3.0,6.69,6.916666666666667,5.44,0.52,0.7
Scott Askham,43,14.0,4.0,0,36.0,53,0.89,0.46,0.44,0.18,0.7,75,75,1.0,3.03,11.266666666666667,3.52,0.52,0.65
Scott Holtzman,Hot Sauce,14.0,6.0,0,40.0,17,0.36,0.47,1.88,0.56,0.2,69,69,0.0,4.32,12.866666666666667,3.66,0.55,0.67
Scott Jorgensen,Young Guns,15.0,12.0,0,41.0,17,0.36,0.4,2.61,0.45,0.7,65,66,0.0,3.37,11.25,3.41,0.65,0.59
Scott Smith,Hands of Steel,18.0,11.0,0,45.0,17,0.88,0.27,0.12,0.06,0.5,72,70,0.0,1.9,8.5,5.87,0.5,0.58
Sean Brady,87,16.0,1.0,0,31.0,17,0.17,0.53,3.29,0.57,1.2,70,72,0.0,3.77,12.4,3.55,0.61,0.87
Sean McCorkle,Big Sexy,17.0,7.0,0,47.0,17,0.0,0.44,2.12,0.4,4.2,79,81,0.0,0.85,4.716666666666667,2.48,0.52,0.33
Sean OConnell,The Real OC,17.0,9.0,0,40.0,17,0.81,0.48,0.0,0.0,0.5,73,74,0.0,5.46,7.95,6.77,0.45,0.3
Sean OMalley,Suga,18.0,1.0,0,29.0,17,0.92,0.61,0.35,0.42,0.3,71,72,3.0,7.63,10.0,3.52,0.62,0.62
Sean Pierson,The Punisher,14.0,6.0,0,48.0,80,0.19,0.39,0.39,0.18,0.4,72,76,1.0,3.84,12.95,3.73,0.64,0.66
Sean Sherk,The Muscle Shark,36.0,4.0,1,50.0,17,0.0,0.35,4.09,0.46,0.4,66,67,0.0,2.17,15.533333333333333,2.71,0.55,0.56
Sean Soriano,732,14.0,8.0,0,34.0,17,0.0,0.61,1.33,0.55,0.0,69,70,0.0,3.18,11.3,2.14,0.56,0.52
Sean Spencer,Black Magic,12.0,6.0,0,36.0,17,0.42,0.32,0.14,0.33,0.0,70,74,0.0,4.24,13.433333333333334,4.02,0.6,0.68
Sean Strickland,746,29.0,6.0,0,33.0,17,0.26,0.42,0.78,0.64,0.2,73,76,0.0,6.01,15.65,4.48,0.61,0.77
Sean Woodson,The Sniper,12.0,1.0,1,32.0,17,0.39,0.46,0.66,0.62,0.4,74,78,0.0,5.58,12.666666666666666,4.19,0.58,0.84
Sedriques Dumas,The Reaper,9.0,2.0,0,28.0,17,0.0,0.45,0.71,0.5,0.4,74,79,0.0,1.76,8.416666666666666,2.14,0.57,0.4
SeongChan Hong,Honey Badger,9.0,2.0,0,34.0,22,0.0,0.55,0.0,0.0,0.0,67,69,0.0,6.57,2.283333333333333,8.76,0.47,0.0
